fetch_tool,horizontal_speed_mean,horizontal_speed_std,vertical_speed_mean,vertical_speed_std,remove_from_shelf_time_mean,remove_from_shelf_time_std
ORDER_PICKER,2.0343627020859536,0.30174448819735616,0.37875188526834547,0.045476002822257985,26.0340625,6.9162850654916515
PALLET_JACK,2.4190371903184675,0.41806923885203057,,,25.47828125,6.698393684413366
REACH_FORK,2.637309146166766,0.33634788397835436,0.8065033284512199,0.044431960855574014,25.70359375,7.192421798282186
