"location","aisle","x_length","y_width","z_height","heightfromfloor","cell_attractiveness","distance_from_io_to_aisle","fetch_tool","putaway_zone","fetch_zone","cell_volume","available_volume"
"010225",1,1.275,-24.798750000000002,9.1,9.1,0.00010947148671447196,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010226",1,1.275,-24.798750000000002,9.549999999999999,9.549999999999999,0.0001043318723828187,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010227",1,1.275,-24.798750000000002,9.999999999999998,9.999999999999998,9.965321925364973e-05,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010301",1,3.8249999999999997,-24.798750000000002,0.0,0.25,0.02589080552768698,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010302",1,4.098214285714286,-24.798750000000002,0.0,0.55,0.025708947172704444,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5225223214285714,0.5225223214285714
"010303",1,3.8249999999999997,-24.798750000000002,0.0,0.8499999999999999,0.02589080552768698,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010304",1,3.8249999999999997,-24.798750000000002,0.0,1.15,0.02589080552768698,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010305",1,4.098214285714286,-24.798750000000002,0.0,1.45,0.025708947172704444,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5225223214285714,0.5225223214285714
"010306",1,4.098214285714286,-24.798750000000002,0.0,1.75,0.025708947172704444,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5225223214285714,0.5225223214285714
"010307",1,3.8249999999999997,-24.798750000000002,2.175,2.175,0.00045252989667045475,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010308",1,4.78125,-24.798750000000002,2.6,2.6,0.0003795356286699316,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.8636132812499998,0.8636132812499998
"010309",1,3.8249999999999997,-24.798750000000002,3.025,3.025,0.00032681887983645986,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010310",1,3.8249999999999997,-24.798750000000002,3.4499999999999997,3.4499999999999997,0.0002869606171661994,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010311",1,3.8249999999999997,-24.798750000000002,3.8749999999999996,3.8749999999999996,0.00025576764021421823,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010312",1,3.8249999999999997,-24.798750000000002,4.3,4.3,0.00023069121721048757,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010401",1,3.8249999999999997,-24.798750000000002,0.0,0.25,0.02589080552768698,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010402",1,4.413461538461538,-24.798750000000002,0.0,0.55,0.025502259647333176,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5627163461538461,0.5627163461538461
"010403",1,3.8249999999999997,-24.798750000000002,0.0,0.8499999999999999,0.02589080552768698,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010404",1,4.413461538461538,-24.798750000000002,0.0,1.15,0.025502259647333176,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5627163461538461,0.5627163461538461
"010405",1,3.8249999999999997,-24.798750000000002,0.0,1.45,0.02589080552768698,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010406",1,4.78125,-24.798750000000002,0.0,1.75,0.025265285497726126,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.6096093749999999,0.6096093749999999
"010407",1,3.8249999999999997,-24.798750000000002,2.175,2.175,0.00045252989667045475,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010408",1,5.215909090909091,-24.798750000000002,2.6,2.6,0.0003795356286699316,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.9421235795454543,0.9421235795454543
"010409",1,3.8249999999999997,-24.798750000000002,3.025,3.025,0.00032681887983645986,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010410",1,1.7386363636363635,-24.798750000000002,3.4499999999999997,3.4499999999999997,0.0002869606171661994,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.9421235795454543,0.9421235795454543
"010411",1,3.8249999999999997,-24.798750000000002,3.8749999999999996,3.8749999999999996,0.00025576764021421823,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010412",1,1.9125,-24.798750000000002,4.3,4.3,0.00023069121721048757,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.0363359375,1.0363359375
"010413",1,3.8249999999999997,-24.798750000000002,4.95,4.95,0.00020060990426143082,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010415",1,3.8249999999999997,-24.798750000000002,5.6000000000000005,5.6000000000000005,0.00017746862742879679,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010417",1,3.8249999999999997,-24.798750000000002,6.250000000000001,6.250000000000001,0.0001591140845997654,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010419",1,3.8249999999999997,-24.798750000000002,6.900000000000001,6.900000000000001,0.00014420029132063852,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010421",1,3.8249999999999997,-24.798750000000002,7.550000000000002,7.550000000000002,0.0001318426543617917,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010423",1,3.8249999999999997,-24.798750000000002,8.200000000000003,8.200000000000003,0.00012143587601336336,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010424",1,3.8249999999999997,-24.798750000000002,8.65,8.65,0.00011514371590936405,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010425",1,3.8249999999999997,-24.798750000000002,9.1,9.1,0.00010947148671447196,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010426",1,3.8249999999999997,-24.798750000000002,9.549999999999999,9.549999999999999,0.0001043318723828187,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010427",1,3.8249999999999997,-24.798750000000002,9.999999999999998,9.999999999999998,9.965321925364973e-05,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010501",1,6.375,-24.798750000000002,0.0,0.25,0.024287318983575702,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010502",1,6.830357142857142,-24.798750000000002,0.0,0.55,0.024021653805072863,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5225223214285714,0.5225223214285714
"010503",1,6.375,-24.798750000000002,0.0,0.8499999999999999,0.024287318983575702,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010504",1,6.375,-24.798750000000002,0.0,1.15,0.024287318983575702,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010505",1,6.830357142857142,-24.798750000000002,0.0,1.45,0.024021653805072863,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5225223214285714,0.5225223214285714
"010506",1,6.830357142857142,-24.798750000000002,0.0,1.75,0.024021653805072863,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5225223214285714,0.5225223214285714
"010507",1,6.375,-24.798750000000002,2.175,2.175,0.00045252989667045475,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010508",1,7.96875,-24.798750000000002,2.6,2.6,0.0003795356286699316,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.8636132812499998,0.8636132812499998
"010509",1,6.375,-24.798750000000002,3.025,3.025,0.00032681887983645986,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010510",1,6.375,-24.798750000000002,3.4499999999999997,3.4499999999999997,0.0002869606171661994,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010511",1,6.375,-24.798750000000002,3.8749999999999996,3.8749999999999996,0.00025576764021421823,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010512",1,6.375,-24.798750000000002,4.3,4.3,0.00023069121721048757,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010601",1,6.375,-24.798750000000002,0.0,0.25,0.024287318983575702,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010602",1,7.35576923076923,-24.798750000000002,0.0,0.55,0.023722248960440874,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5627163461538461,0.5627163461538461
"010603",1,6.375,-24.798750000000002,0.0,0.8499999999999999,0.024287318983575702,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010604",1,7.35576923076923,-24.798750000000002,0.0,1.15,0.023722248960440874,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5627163461538461,0.5627163461538461
"010605",1,6.375,-24.798750000000002,0.0,1.45,0.024287318983575702,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010606",1,7.96875,-24.798750000000002,0.0,1.75,0.023382241187817853,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.6096093749999999,0.6096093749999999
"010607",1,6.375,-24.798750000000002,2.175,2.175,0.00045252989667045475,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010608",1,8.693181818181818,-24.798750000000002,2.6,2.6,0.0003795356286699316,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.9421235795454543,0.9421235795454543
"010609",1,6.375,-24.798750000000002,3.025,3.025,0.00032681887983645986,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010610",1,5.215909090909091,-24.798750000000002,3.4499999999999997,3.4499999999999997,0.0002869606171661994,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.9421235795454543,0.9421235795454543
"010611",1,6.375,-24.798750000000002,3.8749999999999996,3.8749999999999996,0.00025576764021421823,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010612",1,5.737500000000001,-24.798750000000002,4.3,4.3,0.00023069121721048757,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.0363359375,1.0363359375
"010613",1,6.375,-24.798750000000002,4.95,4.95,0.00020060990426143082,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.0566562499999999,1.0566562499999999
"010615",1,6.375,-24.798750000000002,5.6000000000000005,5.6000000000000005,0.00017746862742879679,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010617",1,6.375,-24.798750000000002,6.250000000000001,6.250000000000001,0.0001591140845997654,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010619",1,6.375,-24.798750000000002,6.900000000000001,6.900000000000001,0.00014420029132063852,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010621",1,6.375,-24.798750000000002,7.550000000000002,7.550000000000002,0.0001318426543617917,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010623",1,6.375,-24.798750000000002,8.200000000000003,8.200000000000003,0.00012143587601336336,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010624",1,6.375,-24.798750000000002,8.65,8.65,0.00011514371590936405,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010625",1,6.375,-24.798750000000002,9.1,9.1,0.00010947148671447196,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010626",1,6.375,-24.798750000000002,9.549999999999999,9.549999999999999,0.0001043318723828187,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010627",1,6.375,-24.798750000000002,9.999999999999998,9.999999999999998,9.965321925364973e-05,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010701",1,8.924999999999999,-24.798750000000002,0.0,0.25,0.02287086537636868,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010702",1,9.5625,-24.798750000000002,0.0,0.55,0.0225421961734622,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5225223214285714,0.5225223214285714
"010703",1,8.924999999999999,-24.798750000000002,0.0,0.8499999999999999,0.02287086537636868,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010704",1,8.924999999999999,-24.798750000000002,0.0,1.15,0.02287086537636868,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010705",1,9.5625,-24.798750000000002,0.0,1.45,0.0225421961734622,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5225223214285714,0.5225223214285714
"010706",1,9.5625,-24.798750000000002,0.0,1.75,0.0225421961734622,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5225223214285714,0.5225223214285714
"010707",1,8.924999999999999,-24.798750000000002,2.175,2.175,0.00045252989667045475,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010708",1,11.15625,-24.798750000000002,2.6,2.6,0.0003795356286699316,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.8636132812499998,0.8636132812499998
"010709",1,8.924999999999999,-24.798750000000002,3.025,3.025,0.00032681887983645986,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010710",1,8.924999999999999,-24.798750000000002,3.4499999999999997,3.4499999999999997,0.0002869606171661994,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010711",1,8.924999999999999,-24.798750000000002,3.8749999999999996,3.8749999999999996,0.00025576764021421823,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010712",1,8.924999999999999,-24.798750000000002,4.3,4.3,0.00023069121721048757,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010713",1,1.59375,-24.798750000000002,4.95,4.95,0.00020060990426143082,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.3208203125,1.3208203125
"010801",1,8.924999999999999,-24.798750000000002,0.0,0.25,0.02287086537636868,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010802",1,10.298076923076923,-24.798750000000002,0.0,0.55,0.022174509122465127,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5627163461538461,0.5627163461538461
"010803",1,8.924999999999999,-24.798750000000002,0.0,0.8499999999999999,0.02287086537636868,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010804",1,10.298076923076923,-24.798750000000002,0.0,1.15,0.022174509122465127,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5627163461538461,0.5627163461538461
"010805",1,8.924999999999999,-24.798750000000002,0.0,1.45,0.02287086537636868,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010806",1,11.15625,-24.798750000000002,0.0,1.75,0.02176041780002176,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.6096093749999999,0.6096093749999999
"010807",1,8.924999999999999,-24.798750000000002,2.175,2.175,0.00045252989667045475,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010808",1,12.170454545454545,-24.798750000000002,2.6,2.6,0.0003795356286699316,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.9421235795454543,0.9421235795454543
"010809",1,8.924999999999999,-24.798750000000002,3.025,3.025,0.00032681887983645986,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010810",1,8.693181818181818,-24.798750000000002,3.4499999999999997,3.4499999999999997,0.0002869606171661994,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.9421235795454543,0.9421235795454543
"010811",1,8.924999999999999,-24.798750000000002,3.8749999999999996,3.8749999999999996,0.00025576764021421823,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010812",1,9.562500000000002,-24.798750000000002,4.3,4.3,0.00023069121721048757,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.0363359375,1.0363359375
"010813",1,8.924999999999999,-24.798750000000002,4.95,4.95,0.00020060990426143082,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.0566562499999999,1.0566562499999999
"010815",1,8.924999999999999,-24.798750000000002,5.6000000000000005,5.6000000000000005,0.00017746862742879679,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010817",1,8.924999999999999,-24.798750000000002,6.250000000000001,6.250000000000001,0.0001591140845997654,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010819",1,8.924999999999999,-24.798750000000002,6.900000000000001,6.900000000000001,0.00014420029132063852,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010821",1,8.924999999999999,-24.798750000000002,7.550000000000002,7.550000000000002,0.0001318426543617917,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010823",1,8.924999999999999,-24.798750000000002,8.200000000000003,8.200000000000003,0.00012143587601336336,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",1.0566562499999999,1.0566562499999999
"010824",1,8.924999999999999,-24.798750000000002,8.65,8.65,0.00011514371590936405,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010825",1,8.924999999999999,-24.798750000000002,9.1,9.1,0.00010947148671447196,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010826",1,8.924999999999999,-24.798750000000002,9.549999999999999,9.549999999999999,0.0001043318723828187,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010827",1,8.924999999999999,-24.798750000000002,9.999999999999998,9.999999999999998,9.965321925364973e-05,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"010901",1,11.475,-24.798750000000002,0.0,0.25,0.021610524325346443,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010902",1,12.294642857142858,-24.798750000000002,0.0,0.55,0.0212344012467627,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5225223214285714,0.5225223214285714
"010903",1,11.475,-24.798750000000002,0.0,0.8499999999999999,0.021610524325346443,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010904",1,11.475,-24.798750000000002,0.0,1.15,0.021610524325346443,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"010907",1,11.475,-24.798750000000002,1.575,1.575,0.0006211956618800953,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010908",1,14.34375,-24.798750000000002,1.9999999999999998,1.9999999999999998,0.0004914490929385524,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.8636132812499998,0.8636132812499998
"010909",1,11.475,-24.798750000000002,2.425,2.425,0.0004065373234294066,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010910",1,11.475,-24.798750000000002,2.8499999999999996,2.8499999999999996,0.0003466446316229166,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010911",1,11.475,-24.798750000000002,3.2749999999999995,3.2749999999999995,0.0003021331735048846,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010912",1,11.475,-24.798750000000002,3.6999999999999993,3.6999999999999993,0.00026775204420318506,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"010913",1,4.78125,-24.798750000000002,4.35,4.35,0.00022806063790270877,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.3208203125,1.3208203125
"011001",1,11.475,-24.798750000000002,0.0,0.25,0.021610524325346443,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"011002",1,13.240384615384617,-24.798750000000002,0.0,0.55,0.02081636166026497,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5627163461538461,0.5627163461538461
"011003",1,11.475,-24.798750000000002,0.0,0.8499999999999999,0.021610524325346443,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"011004",1,13.240384615384617,-24.798750000000002,0.0,1.15,0.02081636166026497,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5627163461538461,0.5627163461538461
