UUID,putaway zone,volume
A017823,OPT-C-01-04,9000
A017824,OPT-C-01-04,947.776
A017825,OPT-C-01-04,986.7
A017826,OPT-C-01-04,4680
A017827,OPT-A-01-04,875
A017828,OPT-B-01-04,1256.92
A017829,OPT-C-01-04,2592
A017830,OPT-C-01-04,612.5
A017831,OPT-C-01-04,324.36
A017832,OPT-C-01-04,112.5
A017833,OPT-C-01-04,220
A017834,OPT-C-01-04,112.5
A017835,OPT-C-01-04,220
A017836,OPT-C-01-04,337.875
A017837,OPT-C-01-04,4607.375
A017838,OPT-C-01-04,3369.6
A017839,OPT-B-01-04,38.4
A017840,OPT-A-01-04,6.125
A017841,OPT-AAA-01-04,16
A017842,OPT-C-01-04,7.35
A017843,OPT-B-01-04,17.6
A017844,OPT-C-01-04,21.142
A017845,OPT-B-01-04,105.625
A017846,OPT-AA-01-04,147
A017847,OPT-AA-01-04,72
A017848,OPT-A-01-04,21.142
A017849,OPT-A-01-04,2.645
A017850,OPT-B-01-04,98
A017851,OPT-A-01-04,140.625
A017852,OPT-B-01-04,72
A017853,OPT-A-01-04,21.142
A017854,OPT-B-01-04,75
A017855,OPT-A-01-04,60.5
A017856,OPT-B-01-04,3420
A017857,OPT-A-01-04,60.5
A017858,OPT-A-01-04,60.5
A017859,OPT-B-01-04,50
A017860,OPT-A-01-04,140.625
A017861,OPT-B-01-04,72
A017862,OPT-A-01-04,60.5
A017863,OPT-C-01-04,22.4
A017864,OPT-C-01-04,22.4
A017865,OPT-C-01-04,4760
A017866,OPT-C-01-04,2890
A017867,OPT-C-01-04,96.746
A017868,OPT-C-01-04,416
A017869,OPT-C-01-04,185.625
A017870,OPT-C-01-04,108
A017871,OPT-C-01-04,155.52
A017872,OPT-C-01-04,245
A017873,OPT-C-01-04,108
A017874,OPT-B-01-04,147
A017875,OPT-C-01-04,96.746
A017876,OPT-C-01-04,134.096
A017877,OPT-C-01-04,119.07
A017878,OPT-C-01-04,200.772
A017879,OPT-C-01-04,135000
A017880,OPT-B-01-04,147
A017881,OPT-C-01-04,147
A017882,OPT-C-01-04,96.746
A017883,OPT-B-01-04,186.184
A017884,OPT-C-01-04,169.756
A017885,OPT-C-01-04,190.125
A017886,OPT-B-01-04,0
A017887,OPT-C-01-04,75
A017888,OPT-C-01-04,30
A017889,OPT-C-01-04,190.125
A017890,OPT-C-01-04,64
A017891,OPT-C-01-04,72
A017892,OPT-B-01-04,50
A017893,OPT-C-01-04,22.5
A017894,OPT-C-01-04,72
A017895,OPT-C-01-04,48
A017896,OPT-C-01-04,60.5
A017897,OPT-AAAA-01-04,0
A017898,OPT-B-01-04,36
A017899,OPT-A-01-04,32
A017900,OPT-C-01-04,22.5
A017901,OPT-A-01-04,147
A017902,OPT-C-01-04,443.556
A017903,OPT-C-01-04,363
A017904,OPT-C-01-04,282.27
A017905,OPT-B-01-04,302.715
A017906,OPT-B-01-04,300
A017907,OPT-A-01-04,196.384
A017908,OPT-C-01-04,196.384
A017909,OPT-C-01-04,246.96
A017910,OPT-C-01-04,367.236
A017911,OPT-B-01-04,3420
A017912,OPT-B-01-04,243
A017913,OPT-C-01-04,202.5
A017914,OPT-C-01-04,810
A017915,OPT-C-01-04,98.496
A017916,OPT-C-01-04,179.114
A017917,OPT-C-01-04,147
A017918,OPT-B-01-04,2700
A017919,OPT-C-01-04,314.6
A017920,OPT-C-01-04,48
A017921,OPT-C-01-04,140.625
A017922,OPT-C-01-04,75.411
A017923,OPT-C-01-04,129.6
A017924,OPT-C-01-04,98.304
A017925,OPT-C-01-04,1200
A017926,OPT-C-01-04,72
A017927,OPT-C-01-04,243
A017928,OPT-C-05-07,265680
A017929,OPT-C-01-04,50.176
A017930,OPT-C-01-04,350
A017931,OPT-C-01-04,147
A017932,OPT-C-01-04,960
A017933,OPT-C-01-04,501.642
A017934,OPT-C-01-04,147
A017935,OPT-C-01-04,91
A017936,OPT-C-01-04,105.625
A017937,OPT-B-01-04,36
A017938,OPT-C-01-04,72
A017939,OPT-A-01-04,48
A017940,OPT-C-01-04,21.142
A017941,OPT-B-01-04,0
A017942,OPT-B-01-04,18
A017943,OPT-C-01-04,72
A017944,OPT-A-01-04,48
A017945,OPT-C-01-04,22.5
A017946,OPT-C-01-04,42
A017947,OPT-C-01-04,42
A017948,OPT-C-01-04,9
A017949,OPT-C-01-04,49
A017950,OPT-C-01-04,49
A017951,OPT-B-01-04,18
A017952,OPT-C-01-04,42
A017953,OPT-C-01-04,9
A017954,OPT-C-01-04,9
A017955,OPT-B-01-04,0
A017956,OPT-B-01-04,0
A017957,OPT-A-01-04,40
A017958,OPT-A-01-04,80
A017959,OPT-A-01-04,200
A017960,OPT-C-01-04,9
A017961,OPT-C-01-04,9
A017962,OPT-C-01-04,9
A017963,OPT-C-01-04,42
A017964,OPT-C-01-04,316.231
A017965,OPT-B-01-04,243
A017966,OPT-A-01-04,199.692
A017967,OPT-C-01-04,199.692
A017968,OPT-C-01-04,243
A017969,OPT-A-01-04,88
A017970,OPT-B-01-04,43.659
A017971,OPT-C-01-04,49
A017972,OPT-C-01-04,80
A017973,OPT-C-01-04,96
A017974,OPT-C-01-04,300
A017975,OPT-A-01-04,147
A017976,OPT-B-01-04,100.188
A017977,OPT-B-01-04,1250
A017978,OPT-C-01-04,478.4
A017979,OPT-B-01-04,0
A017980,OPT-A-01-04,72
A017981,OPT-C-01-04,53.125
A017982,OPT-C-01-04,4200
A017983,OPT-C-01-04,4200
A017984,OPT-B-01-04,19.6
A017985,OPT-C-01-04,60
A017986,OPT-C-01-04,21.84
A017987,OPT-B-01-04,0
A017988,OPT-C-01-04,137700
A017989,OPT-C-01-04,137.7
A017990,OPT-C-01-04,273
A017991,OPT-C-01-04,192
A017992,OPT-C-01-04,105.861
A017993,OPT-C-01-04,92.95
A017994,OPT-C-01-04,210.6
A017995,OPT-A-01-04,324
A017996,OPT-C-01-04,53.125
A017997,OPT-A-01-04,192
A017998,OPT-C-01-04,53.125
A017999,OPT-C-01-04,1000
A018000,OPT-C-01-04,53.125
A018001,OPT-C-01-04,690
A018002,OPT-C-01-04,84.375
A018003,OPT-B-01-04,55.566
A018004,OPT-C-01-04,36.864
A018005,OPT-C-01-04,98
A018006,OPT-B-01-04,81
A018007,OPT-A-01-04,40.96
A018008,OPT-C-01-04,65.025
A018009,OPT-C-01-04,42.25
A018010,OPT-A-01-04,98
A018011,OPT-C-01-04,33.64
A018012,OPT-A-01-04,81
A018013,OPT-C-01-04,42.25
A018014,OPT-C-01-04,72
A018015,OPT-C-01-04,48.4
A018016,OPT-C-01-04,96
A018017,OPT-B-01-04,21.632
A018018,OPT-C-01-04,25
A018019,OPT-C-01-04,40.96
A018020,OPT-C-01-04,51.984
A018021,OPT-C-01-04,42.25
A018022,,0
A018023,OPT-C-01-04,96
A018024,OPT-A-01-04,6.018
A018025,OPT-C-01-04,7.15
A018026,OPT-B-01-04,9000
A018027,OPT-C-01-04,25
A018028,OPT-A-01-04,9
A018029,OPT-B-01-04,0
A018030,OPT-B-01-04,9000
A018031,OPT-C-01-04,16
A018032,OPT-B-01-04,0
A018033,OPT-B-01-04,420
A018034,OPT-C-01-04,9
A018035,OPT-C-01-04,9
A018036,OPT-B-01-04,60.48
A018037,OPT-C-01-04,1
A018038,OPT-A-01-04,2
A018039,OPT-A-01-04,25.025
A018040,OPT-B-01-04,50
A018041,OPT-C-01-04,13.14
A018042,OPT-C-01-04,67.6
A018043,OPT-C-01-04,90
A018044,OPT-B-01-04,0
A018045,OPT-C-01-04,200
A018046,OPT-C-01-04,234
A018047,OPT-C-01-04,172.656
A018048,OPT-C-01-04,720
A018049,OPT-B-01-04,2566.4
A018050,OPT-C-01-04,185.625
A018051,OPT-A-01-04,157.115
A018052,OPT-B-01-04,230.625
A018053,OPT-C-01-04,152.1
A018054,OPT-C-01-04,529
A018055,OPT-C-01-04,3174
A018056,OPT-C-01-04,3174
A018057,OPT-C-01-04,4725
A018058,OPT-C-01-04,7056
A018059,OPT-C-01-04,112
A018060,OPT-C-01-04,3200
A018061,OPT-C-01-04,1890
A018062,OPT-C-01-04,120000
A018063,OPT-C-01-04,45000
A018064,OPT-C-01-04,55962.5
A018065,OPT-C-01-04,45000
A018066,OPT-C-01-04,28500
A018067,OPT-C-01-04,26460
A018068,OPT-C-01-04,33005
A018069,OPT-C-01-04,56
A018070,OPT-C-01-04,7.2
A018071,OPT-C-01-04,56250
A018072,OPT-C-01-04,40854.75
A018073,OPT-C-01-04,53200
A018074,OPT-C-01-04,33000
A018075,OPT-C-01-04,221
A018076,OPT-C-01-04,12789
A018077,OPT-B-01-04,347.2
A018078,OPT-C-01-04,45056.25
A018079,OPT-C-01-04,33000
A018080,OPT-B-01-04,78.4
A018081,OPT-C-01-04,54
A018082,OPT-C-01-04,390
A018083,OPT-C-01-04,38.64
A018084,OPT-C-01-04,179.2
A018085,OPT-B-01-04,0
A018086,OPT-B-01-04,32000
A018087,OPT-C-01-04,12.25
A018088,OPT-B-01-04,32
A018089,OPT-C-01-04,874.72
A018090,OPT-C-01-04,874.72
A018091,OPT-C-01-04,2.5
A018092,OPT-C-01-04,2.16
A018093,OPT-A-01-04,14
A018094,OPT-C-01-04,3018.75
A018095,OPT-C-01-04,2261
A018096,OPT-B-01-04,720
A018097,OPT-C-01-04,14.112
A018098,OPT-C-01-04,75
A018099,OPT-C-01-04,60.5
A018100,OPT-B-01-04,25
A018101,OPT-C-01-04,45.375
A018102,OPT-C-01-04,2125
A018103,OPT-B-01-04,1496
A018104,OPT-A-01-04,0
A018105,OPT-C-01-04,257.6
A018106,OPT-C-01-04,580.5
A018107,OPT-A-01-04,108.756
A018108,OPT-C-01-04,0.9
A018109,OPT-C-01-04,535.572
A018110,CANTI-LIGHT,1080
A018111,CANTI-LIGHT,225
A018112,OPT-C-01-04,1119
A018113,OPT-C-01-04,630
A018114,OPT-C-01-04,200.836
A018115,OPT-C-01-04,11250
A018116,OPT-B-01-04,200.836
A018117,OPT-B-01-04,200.836
A018118,OPT-B-01-04,200.836
A018119,OPT-A-01-04,200.836
A018120,OPT-A-01-04,200.836
A018121,OPT-B-01-04,200.836
A018122,OPT-C-01-04,55845
A018123,OPT-A-01-04,3139.535
A018124,OPT-C-01-04,10614.5
A018125,OPT-C-01-04,60000
A018126,OPT-B-01-04,60000
A018127,OPT-B-01-04,60000
A018128,OPT-C-01-04,60000
A018129,OPT-C-01-04,6950.2
A018130,OPT-A-01-04,6902
A018131,OPT-B-01-04,6250
A018132,OPT-AAAA-01-04,798
A018133,OPT-MDK-14,798
A018134,OPT-C-01-04,910
A018135,OPT-C-01-04,4536
A018136,OPT-C-01-04,2784
A018137,OPT-C-01-04,403.65
A018138,OPT-C-01-04,1292
A018139,OPT-C-01-04,1000
A018140,OPT-C-01-04,11571
A018141,OPT-C-01-04,11037.25
A018142,OPT-C-01-04,11571
A018143,OPT-C-01-04,3138.75
A018144,OPT-AAAA-01-04,4992
A018145,OPT-C-01-04,1867.5
A018146,OPT-C-01-04,1800
A018147,OPT-AA-01-04,96
A018148,OPT-C-01-04,1680
A018149,OPT-A-01-04,4375
A018150,OPT-B-01-04,23.04
A018151,OPT-C-01-04,324
A018152,OPT-C-01-04,145.6
A018153,OPT-MDK-14,2744
A018154,OPT-C-01-04,56
A018155,OPT-C-01-04,33.64
A018156,OPT-C-01-04,390.1
A018157,OPT-C-01-04,20.8
A018158,OPT-C-01-04,2326.116
A018159,OPT-B-01-04,361.746
A018160,OPT-AAAA-01-04,22.932
A018161,OPT-AAAA-01-04,33.6
A018162,OPT-AAA-01-04,160
A018163,OPT-C-01-04,29.45
A018164,OPT-A-01-04,1496
A018165,,1496
A018166,OPT-AA-01-04,115.192
A018167,OPT-MDK-14,172.25
A018168,OPT-AA-01-04,120.582
A018169,OPT-B-01-04,2010
A018170,OPT-C-01-04,1848
A018171,OPT-A-01-04,2200
A018172,OPT-C-01-04,63
A018173,OPT-C-01-04,1.859
A018174,OPT-C-01-04,1.575
A018175,OPT-B-01-04,14.3
A018176,OPT-C-01-04,2.025
A018177,OPT-C-01-04,19.656
A018178,OPT-C-01-04,20
A018179,OPT-C-01-04,204
A018180,OPT-AAA-01-04,57.2
A018181,OPT-AA-01-04,7
A018182,OPT-C-01-04,7.15
A018183,OPT-C-01-04,409.5
A018184,OPT-C-01-04,259.375
A018185,CANTI-LIGHT,7840
A018186,OPT-C-01-04,24.375
A018187,OPT-C-01-04,303.125
A018188,OPT-C-01-04,289.892
A018189,OPT-C-01-04,1200
A018190,OPT-C-01-04,1620
A018191,OPT-C-01-04,243.6
A018192,OPT-C-01-04,325.6
A018193,OPT-C-01-04,77.4
A018194,OPT-C-01-04,236.25
A018195,OPT-C-01-04,64
A018196,OPT-B-01-04,70
A018197,OPT-C-01-04,3.528
A018198,OPT-B-01-04,5512.5
A018199,OPT-C-01-04,2184
A018200,OPT-B-01-04,726
A018201,OPT-C-01-04,1575
A018202,OPT-C-01-04,4050
A018203,OPT-C-01-04,3174
A018204,OPT-C-01-04,9.576
A018205,OPT-C-01-04,216
A018206,OPT-C-01-04,33.6
A018207,OPT-C-01-04,33.6
A018208,OPT-C-01-04,33.6
A018209,OPT-C-01-04,108
A018210,OPT-C-01-04,8000
A018211,OPT-C-01-04,1152
A018212,OPT-C-01-04,8064
A018213,OPT-A-01-04,1248
A018214,OPT-C-01-04,3.136
A018215,OPT-C-01-04,24.5
A018216,OPT-C-01-04,2208
A018217,OPT-C-01-04,97.5
A018218,OPT-C-01-04,1575
A018219,OPT-C-01-04,33.6
A018220,OPT-C-01-04,33.6
A018221,OPT-C-01-04,58.619
A018222,OPT-B-01-04,95
A018223,OPT-C-01-04,1725.5
A018224,OPT-C-01-04,5463.25
A018225,OPT-C-01-04,4050
A018226,OPT-C-01-04,1725.5
A018227,OPT-C-01-04,56
A018228,OPT-C-01-04,324
A018229,OPT-C-01-04,486
A018230,OPT-A-01-04,90
A018231,OPT-C-01-04,22.4
A018232,OPT-C-01-04,22.4
A018233,OPT-C-01-04,486
A018234,OPT-C-01-04,44.8
A018235,OPT-C-01-04,22.4
A018236,OPT-C-01-04,11.2
A018237,OPT-C-01-04,2868.75
A018238,OPT-C-01-04,13.824
A018239,OPT-C-01-04,3.92
A018240,OPT-C-01-04,60.5
A018241,OPT-C-01-04,5.4
A018242,OPT-A-01-04,50.784
A018243,OPT-AA-01-04,12.8
A018244,OPT-C-01-04,10560
A018245,OPT-C-01-04,10522.5
A018246,OPT-C-01-04,9675
A018247,OPT-C-01-04,7140
A018248,OPT-C-01-04,2600
A018249,OPT-B-01-04,2040
A018250,OPT-C-01-04,0
A018251,OPT-C-01-04,6750
A018252,OPT-C-01-04,3468.75
A018253,OPT-C-01-04,2916
A018254,OPT-C-01-04,159.25
A018255,OPT-B-01-04,3415.5
A018256,OPT-C-01-04,1035.045
A018257,OPT-C-01-04,6.877
A018258,OPT-C-01-04,3264
A018259,OPT-C-01-04,256.5
A018260,OPT-C-01-04,306.85
A018261,OPT-C-01-04,324
A018262,OPT-C-01-04,784
A018263,OPT-C-01-04,1280
A018264,OPT-C-01-04,2
A018265,OPT-C-01-04,1102.5
A018266,OPT-C-01-04,200
A018267,OPT-C-01-04,9
A018268,OPT-C-01-04,1250
A018269,OPT-C-01-04,49005
A018270,,0
A018271,OPT-C-01-04,6.272
A018272,OPT-C-01-04,1600
A018273,OPT-C-01-04,3696
A018274,OPT-C-01-04,3432
A018275,OPT-C-01-04,2042.4
A018276,OPT-B-01-04,1250
A018277,OPT-C-01-04,4800
A018278,OPT-C-01-04,3060
A018279,CANTI-LIGHT,3150000
A018280,OPT-C-01-04,3230
A018281,OPT-C-01-04,4784
A018282,OPT-C-01-04,5250
A018283,OPT-C-01-04,2640
A018284,OPT-C-01-04,2152.08
A018285,OPT-B-01-04,5952
A018286,OPT-B-01-04,4500
A018287,OPT-B-01-04,0
A018288,OPT-C-05-07,3150000
A018289,OPT-C-01-04,3150
A018290,OPT-C-01-04,3225.75
A018291,OPT-C-01-04,2940
A018292,OPT-C-01-04,1696
A018293,OPT-C-01-04,5952
A018294,OPT-C-01-04,3978
A018295,OPT-C-01-04,969
A018296,OPT-C-01-04,1680
A018297,OPT-B-01-04,3.321
A018298,OPT-C-01-04,400
A018299,OPT-C-01-04,600
A018300,OPT-C-01-04,610
A018301,OPT-C-01-04,586.5
A018302,OPT-C-01-04,610
A018303,OPT-C-01-04,630
A018304,OPT-C-01-04,67.5
A018305,OPT-B-01-04,11.875
A018306,OPT-C-01-04,648
A018307,OPT-C-01-04,532.8
A018308,OPT-C-01-04,297
A018309,OPT-C-01-04,84
A018310,OPT-AA-01-04,6.877
A018311,OPT-C-01-04,2352
A018312,OPT-B-01-04,1500
A018313,OPT-C-01-04,17.152
A018314,OPT-C-01-04,38.115
A018315,OPT-C-01-04,20
A018316,OPT-C-01-04,80
A018317,OPT-C-01-04,15288
A018318,OPT-C-01-04,65.296
A018319,OPT-C-01-04,32.5
A018320,OPT-C-01-04,2808
A018321,OPT-C-01-04,660
A018322,OPT-C-01-04,495
A018323,OPT-C-01-04,495
A018324,OPT-C-01-04,432
A018325,OPT-C-01-04,2205
A018326,OPT-C-01-04,168
A018327,OPT-C-01-04,108
A018328,OPT-C-01-04,56
A018329,OPT-C-01-04,400
A018330,OPT-C-01-04,605
A018331,OPT-C-01-04,250.25
A018332,OPT-B-01-04,4.232
A018333,OPT-C-01-04,72.25
A018334,OPT-C-01-04,79.475
A018335,OPT-C-01-04,1155
A018336,OPT-B-01-04,1155
A018337,OPT-B-01-04,836
A018338,OPT-C-01-04,336
A018339,OPT-B-01-04,34650
A018340,OPT-B-01-04,4607.375
A018341,OPT-A-01-04,117
A018342,OPT-C-01-04,250.25
A018343,OPT-A-01-04,250.25
A018344,OPT-B-01-04,116.64
A018345,OPT-C-01-04,214.221
A018346,OPT-A-01-04,141.772
A018347,OPT-C-01-04,56
A018348,OPT-C-01-04,266.992
A018349,OPT-C-01-04,605
A018350,OPT-B-01-04,250.25
A018351,OPT-C-01-04,2820
A018352,OPT-C-01-04,726
A018353,OPT-C-01-04,41.58
A018354,OPT-C-01-04,1716
A018355,OPT-C-01-04,8750
A018356,OPT-AAAA-01-04,1227.6
A018357,OPT-C-01-04,30600
A018358,,0
A018359,OPT-A-01-04,27000
A018360,OPT-B-01-04,27000
A018361,OPT-A-01-04,32400
A018362,OPT-C-01-04,15600
A018363,OPT-C-01-04,29250
A018364,OPT-C-01-04,7803.25
A018365,OPT-C-01-04,8125
A018366,OPT-C-01-04,12252.5
A018367,OPT-C-01-04,15600
A018368,OPT-C-01-04,535.5
A018369,OPT-C-01-04,476
A018370,OPT-B-01-04,250.25
A018371,OPT-C-01-04,112.572
A018372,OPT-C-01-04,14
A018373,OPT-C-01-04,139.104
A018374,OPT-C-01-04,109.368
A018375,OPT-C-01-04,95.256
A018376,OPT-A-01-04,375
A018377,OPT-C-01-04,1747.2
A018378,OPT-AA-01-04,1350
A018379,OPT-AAA-01-04,896.04
A018380,OPT-AA-01-04,688.215
A018381,OPT-C-01-04,137.28
A018382,OPT-AA-01-04,1555.2
A018383,OPT-AAAA-01-04,4508
A018384,OPT-A-01-04,4987.5
A018385,OPT-AA-01-04,14
A018386,OPT-C-01-04,14
A018387,OPT-B-01-04,213.624
A018388,OPT-C-01-04,637.12
A018389,OPT-B-01-04,904.365
A018390,OPT-B-01-04,103.675
A018391,OPT-B-01-04,200.836
A018392,OPT-A-01-04,333
A018393,OPT-B-01-04,33
A018394,OPT-C-01-04,58.32
A018395,OPT-C-01-04,280
A018396,OPT-AA-01-04,35
A018397,OPT-C-01-04,45
A018398,OPT-C-01-04,35
A018399,OPT-C-01-04,3705
A018400,OPT-C-01-04,4050
A018401,OPT-C-01-04,519.168
A018402,OPT-C-01-04,292.032
A018403,OPT-C-01-04,7.5
A018404,OPT-B-01-04,4050
A018405,OPT-C-01-04,367.744
A018406,OPT-A-01-04,310.497
A018407,OPT-C-01-04,4607.375
A018408,OPT-B-01-04,27.3
A018409,OPT-AA-01-04,21.6
A018410,OPT-C-01-04,463.772
A018411,OPT-C-01-04,1201.25
A018412,OPT-C-01-04,491.589
A018413,OPT-C-01-04,41.067
A018414,OPT-C-01-04,12544
A018415,OPT-C-01-04,33.6
A018416,OPT-C-01-04,33.6
A018417,OPT-C-01-04,200.836
A018418,OPT-C-01-04,477.144
A018419,OPT-C-01-04,336
A018420,OPT-C-01-04,76.8
A018421,OPT-C-01-04,4607.375
A018422,OPT-C-01-04,4050
A018423,OPT-A-01-04,341.164
A018424,OPT-C-01-04,209.952
A018425,OPT-C-01-04,73000
A018426,OPT-C-01-04,2208
A018427,OPT-C-01-04,377.739
A018428,OPT-C-01-04,71.148
A018429,OPT-C-01-04,1575
A018430,OPT-A-01-04,472.5
A018431,,0
A018432,OPT-C-01-04,4050
A018433,OPT-C-01-04,4920
A018434,OPT-C-01-04,5463.25
A018435,OPT-C-01-04,126
A018436,OPT-C-01-04,1575
A018437,OPT-C-01-04,841.5
A018438,OPT-C-01-04,252
A018439,OPT-C-01-04,126
A018440,OPT-C-01-04,46.8
A018441,OPT-C-01-04,56.307
A018442,OPT-C-01-04,2712.5
A018443,OPT-C-01-04,189
A018444,OPT-C-01-04,5250
A018445,OPT-C-01-04,9984
A018446,OPT-B-01-04,47.25
A018447,OPT-B-01-04,4607.375
A018448,OPT-C-01-04,4050
A018449,OPT-C-01-04,4607.375
A018450,OPT-A-01-04,46.875
A018451,OPT-C-01-04,2208
A018452,OPT-C-01-04,1837.5
A018453,PALLET-B,861000
A018454,OPT-C-08,861000
A018455,OPT-C-01-04,947100
A018456,OPT-B-05-07,0
A018457,OPT-B-05-07,18792
A018458,OPT-A-07-11,30400
A018459,OPT-A-01-04,9.88
A018460,OPT-C-01-04,3360
A018461,OPT-C-01-04,28000
A018462,OPT-C-01-04,52360
A018463,OPT-C-01-04,24200
A018464,OPT-C-01-04,13260
A018465,OPT-C-01-04,19575
A018466,OPT-C-01-04,54000
A018467,PALLET-A,182000
A018468,OPT-C-01-04,4800
A018469,PALLET-A,13680
A018470,OPT-C-01-04,14058
A018471,OPT-A-07-11,22152
A018472,OPT-A-01-04,4050
A018473,OPT-C-01-04,3150
A018474,OPT-C-01-04,1296
A018475,OPT-AAAA-01-04,252
A018476,OPT-A-01-04,216.75
A018477,OPT-B-01-04,257.4
A018478,OPT-C-01-04,20.8
A018479,OPT-C-01-04,3969
A018480,OPT-C-01-04,5290
A018481,OPT-C-01-04,7995
A018482,OPT-B-01-04,3905.811
A018483,OPT-C-01-04,6930
A018484,OPT-B-01-04,6348
A018485,OPT-C-01-04,25500
A018486,OPT-C-01-04,25500
A018487,OPT-B-01-04,6082.461
A018488,"pallet jack
",216000
A018489,OPT-C-01-04,2651.488
A018490,OPT-C-01-04,2651.488
A018491,PALLET-B,216000
A018492,OPT-C-01-04,25500
A018493,OPT-B-01-04,3969
A018494,OPT-C-01-04,216000
A018495,OPT-C-01-04,3782.25
A018496,OPT-C-01-04,27000
A018497,OPT-C-01-04,3969
A018498,OPT-C-01-04,3782.25
A018499,OPT-C-01-04,216000
A018500,OPT-C-01-04,24120.576
A018501,OPT-C-01-04,15591.771
A018502,OPT-C-01-04,16456
A018503,OPT-C-01-04,5140.8
A018504,OPT-AA-01-04,142.5
A018505,OPT-B-01-04,442
A018506,OPT-B-01-04,663
A018507,OPT-C-01-04,50
A018508,OPT-C-01-04,46.818
A018509,OPT-C-01-04,676
A018510,OPT-C-01-04,71.478
A018511,OPT-B-01-04,65.78
A018512,OPT-A-01-04,65.78
A018513,OPT-B-01-04,9
A018514,OPT-B-01-04,140.625
A018515,OPT-C-01-04,152.1
A018516,OPT-B-01-04,96.746
A018517,OPT-C-01-04,174.748
A018518,OPT-C-01-04,96.746
A018519,OPT-B-01-04,26486
A018520,OPT-B-01-04,127.4
A018521,OPT-C-01-04,18.032
A018522,OPT-B-01-04,22.95
A018523,OPT-C-01-04,38.266
A018524,OPT-C-01-04,90
A018525,OPT-C-01-04,630
A018526,OPT-C-01-04,630
A018527,OPT-C-01-04,10.35
A018528,OPT-C-01-04,2.5
A018529,OPT-B-01-04,28.512
A018530,OPT-C-01-04,2016
A018531,PALLET-C,500000
A018532,"pallet jack
",500000
A018533,OPT-C-01-04,8000
A018534,OPT-C-01-04,8000
A018535,OPT-AAA-01-04,76.8
A018536,OPT-B-01-04,88.2
A018537,OPT-A-01-04,8.748
A018538,OPT-A-01-04,115.2
A018539,OPT-B-01-04,23.2
A018540,OPT-C-01-04,56.25
A018541,OPT-A-01-04,28.6
A018542,OPT-AA-01-04,24
A018543,OPT-AAA-01-04,124.8
A018544,OPT-AA-01-04,40.56
A018545,OPT-A-01-04,72
A018546,OPT-AA-01-04,147
A018547,OPT-AA-01-04,108
A018548,,108
A018549,OPT-AAA-01-04,124.8
A018550,OPT-A-01-04,44.01
A018551,OPT-C-01-04,19992
A018552,OPT-C-01-04,17762.5
A018553,OPT-B-01-04,6.5
A018554,OPT-C-01-04,6.5
A018555,OPT-B-01-04,6.5
A018556,OPT-C-01-04,1512
A018557,OPT-C-01-04,6150
A018558,OPT-C-01-04,96.148
A018559,OPT-C-01-04,585.2
A018560,OPT-C-01-04,546.875
A018561,OPT-C-01-04,726
A018562,OPT-C-01-04,546.875
A018563,OPT-C-01-04,551.04
A018564,OPT-C-01-04,954.288
A018565,OPT-C-01-04,1315.516
A018566,OPT-C-01-04,3750
A018567,OPT-C-01-04,2116
A018568,OPT-C-01-04,1764
A018569,OPT-C-01-04,6000
A018570,OPT-B-01-04,360
A018571,OPT-B-01-04,4212
A018572,OPT-A-01-04,105.625
A018573,OPT-B-01-04,192
A018574,OPT-B-01-04,360
A018575,OPT-A-01-04,150
A018576,OPT-C-01-04,252
A018577,OPT-AAAA-01-04,264.191
A018578,OPT-B-01-04,67.5
A018579,OPT-C-01-04,294
A018580,OPT-A-01-04,1102.5
A018581,OPT-C-01-04,1102.5
A018582,OPT-A-01-04,1102.5
A018583,OPT-C-01-04,1300
A018584,OPT-C-01-04,448
A018585,OPT-B-01-04,208.845
A018586,OPT-C-01-04,4410
A018587,OPT-A-01-04,108
A018588,OPT-AA-01-04,30.276
A018589,OPT-B-01-04,46.656
A018590,OPT-C-01-04,28.224
A018591,OPT-A-01-04,432
A018592,OPT-AA-01-04,26.244
A018593,OPT-B-01-04,4739.84
A018594,OPT-AA-01-04,50.625
A018595,OPT-B-01-04,24.2
A018596,OPT-B-01-04,63.504
A018597,OPT-AA-01-04,224
A018598,OPT-AAA-01-04,35.721
A018599,OPT-C-01-04,3382.5
A018600,OPT-B-01-04,2496
A018601,OPT-C-01-04,15.625
A018602,OPT-B-01-04,8604.55
A018603,OPT-C-01-04,1754.984
A018604,OPT-C-01-04,1754.984
A018605,OPT-C-01-04,1197.616
A018606,OPT-B-01-04,3375
A018607,OPT-C-01-04,4233.348
A018608,OPT-C-01-04,8712
A018609,OPT-C-01-04,6300
A018610,OPT-C-01-04,7840
A018611,OPT-C-01-04,6435.68
A018612,OPT-C-01-04,355.25
A018613,OPT-C-01-04,417.545
A018614,OPT-C-01-04,105.625
A018615,OPT-A-01-04,28.8
A018616,OPT-C-01-04,72
A018617,OPT-C-01-04,1359.375
A018618,OPT-A-01-04,231.28
A018619,OPT-C-01-04,9.025
A018620,OPT-A-01-04,46.475
A018621,OPT-B-01-04,58800
A018622,OPT-C-07-11,31200
A018623,OPT-A-05-07,0
A018624,OPT-C-01-04,22218
A018625,OPT-B-01-04,19200
A018626,OPT-C-01-04,11250
A018627,OPT-B-01-04,36000
A018628,OPT-C-01-04,52500
A018629,OPT-B-01-04,43750
A018630,OPT-C-01-04,13888
A018631,OPT-B-01-04,13728
A018632,OPT-C-01-04,16200
