uuid,location,quantity
A025338,010104,6.0
A029606,010104,31.0
A001208,021506,76.0
A002614,021506,3.0
A025094,021506,2.0
A027819,021506,19.0
A001215,040106,21.0
A002983,040106,2.0
A003271,040106,2.0
A005588,040106,1.0
A018160,040106,25.0
A019018,040106,1.0
A022334,040106,6.0
A024273,040106,43.0
A024510,040106,1.0
A025172,040106,6.0
A029558,040106,1.0
A001216,020205,18.0
A001347,020205,30.0
A006125,020205,12.0
A015468,020205,2.0
A015648,020205,3.0
A016218,020205,1.0
A018879,020205,3.0
A018894,020205,2.0
A022357,020205,2.0
A022500,020205,3.0
A025139,020205,3.0
A025266,020205,18.0
A001222,042308,85.0
A006113,042308,2.0
A011719,042308,2.0
A021406,042308,16.0
A022992,042308,4.0
A001228,040405,1.0
A001322,040405,32.0
A004686,040405,8.0
A026181,040405,3.0
A027206,040405,3.0
A001230,010204,7.0
A001349,010204,6.0
A003840,010204,1.0
A004177,010204,7.0
A004904,010204,3.0
A006199,010204,45.0
A007852,010204,3.0
A008163,010204,1.0
A015863,010204,2.0
A017293,010204,7.0
A020683,010204,1.0
A020905,010204,1.0
A020948,010204,4.0
A024883,010204,2.0
A026200,010204,4.0
A001231,021602,2.0
A003420,021602,13.0
A013593,021602,14.0
A014769,021602,31.0
A015630,021602,1.0
A015733,021602,2.0
A016332,021602,3.0
A017846,021602,7.0
A019919,021602,1.0
A021490,021602,1.0
A022633,021602,12.0
A024037,021602,4.0
A024955,021602,1.0
A026091,021602,2.0
A029481,021602,2.0
A001244,042805,205.0
A004191,042805,4.0
A013039,042805,3.0
A001248,020401,210.0
A003144,020401,10.0
A005433,020401,4.0
A007905,020401,2.0
A010396,020401,3.0
A014684,020401,30.0
A015065,020401,20.0
A017057,020401,3.0
A022986,020401,8.0
A023315,020401,7.0
A025027,020401,4.0
A030006,020401,8.0
A001249,021204,80.0
A015489,021204,4.0
A018589,021204,5.0
A020675,021204,1.0
A022867,021204,1.0
A023099,021204,3.0
A024038,021204,4.0
A024163,021204,6.0
A025300,021204,2.0
A026150,021204,4.0
A030034,021204,4.0
A001250,010105,7.0
A001895,010105,15.0
A004379,010105,3.0
A004786,010105,2.0
A005100,010105,2.0
A006698,010105,16.0
A013513,010105,67.0
A018889,010105,9.0
A021287,010105,36.0
A001255,012322,1.0
A001808,012322,2.0
A001809,012322,2.0
A003267,012322,2.0
A004517,012322,9.0
A007145,012322,5.0
A007643,012322,3.0
A012592,012322,9.0
A013136,012322,1.0
A017267,012322,1.0
A018830,012322,1.0
A020581,012322,1.0
A022131,012322,1.0
A022911,012322,1.0
A025096,012322,3.0
A001263,021004,3.0
A001352,021004,2.0
A003411,021004,1.0
A003450,021004,2.0
A004529,021004,2.0
A004850,021004,9.0
A005294,021004,1.0
A007123,021004,2.0
A007690,021004,20.0
A007911,021004,1.0
A007934,021004,3.0
A012243,021004,3.0
A012414,021004,10.0
A014819,021004,1.0
A014982,021004,1.0
A026162,021004,4.0
A001265,031105,4.0
A002869,031105,1.0
A003095,031105,3.0
A004771,031105,35.0
A005726,031105,2.0
A013851,031105,11.0
A016849,031105,13.0
A024025,031105,2.0
A024430,031105,5.0
A028811,031105,4.0
A001267,021902,7.0
A001345,021902,38.0
A002604,021902,24.0
A004378,021902,21.0
A004723,021902,10.0
A004857,021902,6.0
A006142,021902,205.0
A006723,021902,1.0
A007143,021902,2.0
A008354,021902,2.0
A013655,021902,2.0
A013662,021902,26.0
A013670,021902,10.0
A001272,042806,3.0
A016990,042806,3.0
A001279,012304,1.0
A027345,012304,2.0
A027885,012304,4.0
A001284,021112,6.0
A002663,021112,2.0
A002877,021112,1.0
A003265,021112,4.0
A006100,021112,8.0
A007333,021112,1.0
A007334,021112,5.0
A008193,021112,2.0
A009577,021112,6.0
A013019,021112,1.0
A013486,021112,1.0
A001287,031904,6.0
A004815,031904,2.0
A004893,031904,1.0
A005466,031904,2.0
A010937,031904,9.0
A012878,031904,4.0
A013144,031904,4.0
A020725,031904,8.0
A022905,031904,2.0
A001288,011604,3.0
A004331,011604,14.0
A017408,011604,1.0
A018904,011604,8.0
A021832,011604,6.0
A022577,011604,4.0
A001290,040904,50.0
A001378,040904,27.0
A003142,040904,4.0
A003433,040904,3.0
A003469,040904,3.0
A007596,040904,26.0
A012179,040904,4.0
A012411,040904,2.0
A013656,040904,20.0
A013785,040904,14.0
A014811,040904,8.0
A015334,040904,2.0
A016842,040904,10.0
A017368,040904,4.0
A019281,040904,28.0
A020533,040904,6.0
A026508,040904,1.0
A026599,040904,7.0
A026723,040904,1.0
A001300,010903,11.0
A004373,010903,2.0
A013258,010903,4.0
A019104,010903,92.0
A027056,010903,8.0
A027121,010903,3.0
A027197,010903,4.0
A001304,021908,25.0
A001514,021908,5.0
A001898,021908,20.0
A002911,021908,2.0
A004151,021908,5.0
A004763,021908,2.0
A005093,021908,2.0
A006154,021908,71.0
A008258,021908,1.0
A012666,021908,3.0
A013299,021908,2.0
A013417,021908,4.0
A013527,021908,2.0
A019944,021908,1.0
A024683,021908,1.0
A029921,021908,1.0
A001316,020201,14.0
A001667,020201,1990.0
A014578,020201,67.0
A014660,020201,2.0
A017262,020201,1.0
A021436,020201,79.0
A001319,040604,2.0
A006128,040604,14.0
A006129,040604,60.0
A015136,040604,3.0
A023227,040604,2.0
A024578,040604,2.0
A027024,040604,1.0
A027849,040604,12.0
A029304,040604,2.0
A001321,021701,40.0
A004736,021701,33.0
A009464,021701,4.0
A027388,021701,2.0
A027594,021701,12.0
A028794,021701,3.0
A028944,021701,1.0
A001323,011203,19.0
A013711,011203,57.0
A014285,011203,2.0
A001326,030305,1.0
A004442,030305,6.0
A005127,030305,6.0
A006696,030305,150.0
A007559,030305,1.0
A014566,030305,16.0
A022068,030305,5.0
A025257,030305,1.0
A026163,030305,2.0
A029962,030305,2.0
A001327,012004,8.0
A002997,012004,20.0
A009987,012004,3.0
A014690,012004,26.0
A014901,012004,16.0
A020108,012004,5.0
A020570,012004,2.0
A020867,012004,7.0
A001333,010911,29.0
A002411,010911,15.0
A004778,010911,5.0
A005149,010911,2.0
A005955,010911,4.0
A006003,010911,1.0
A006405,010911,5.0
A011454,010911,1.0
A012547,010911,5.0
A012792,010911,4.0
A014710,010911,3.0
A014724,010911,1.0
A015521,010911,6.0
A017880,010911,3.0
A018043,010911,2.0
A018120,010911,2.0
A018541,010911,1.0
A021437,010911,23.0
A025446,010911,4.0
A026081,010911,2.0
A026676,010911,1.0
A001344,040906,49.0
A001346,010601,1.0
A005589,010601,4.0
A009228,010601,2.0
A017768,010601,1.0
A019286,010601,11.0
A020411,010601,1.0
A022779,010601,27.0
A024161,010601,3.0
A001348,021508,3.0
A001655,021508,700.0
A005298,021508,1.0
A014756,021508,8.0
A017075,021508,2.0
A018407,021508,1.0
A023339,021508,6.0
A025377,021508,2.0
A026650,021508,3.0
A001350,020906,29.0
A005727,020906,2.0
A009341,020906,5.0
A024624,020906,4.0
A001351,011107,70.0
A004866,011107,9.0
A007850,011107,14.0
A010349,011107,5.0
A015171,011107,1.0
A020784,011107,1.0
A022420,011107,3.0
A025316,011107,1.0
A026222,011107,2.0
A026929,011107,2.0
A029116,011107,1.0
A001365,010205,45.0
A003634,010205,2.0
A004476,010205,1.0
A021282,010205,9.0
A022504,010205,2.0
A001369,020702,75.0
A005179,020702,3.0
A012528,020702,15.0
A014700,020702,24.0
A017742,020702,6.0
A019803,020702,24.0
A022089,020702,2.0
A022988,020702,9.0
A001370,011804,254.0
A016800,011804,1.0
A017343,011804,4.0
A019089,011804,3.0
A020248,011804,15.0
A021189,011804,3.0
A024304,011804,1.0
A029607,011804,9.0
A001376,022805,20.0
A013410,022805,2.0
A019785,022805,2.0
A020309,022805,2.0
A001377,031503,7.0
A015331,031503,3.0
A016131,031503,2.0
A021364,031503,136.0
A021365,031503,345.0
A022069,031503,9.0
A022315,031503,2.0
A001393,042203,6.0
A002990,042203,25.0
A003438,042203,3.0
A013169,042203,2.0
A014614,042203,24.0
A001395,020304,24.0
A015752,020304,1.0
A016154,020304,1.0
A017058,020304,2.0
A017708,020304,5.0
A026654,020304,2.0
A026887,020304,1.0
A027982,020304,2.0
A030190,020304,24.0
A001410,050503,61.0
A002260,050503,1.0
A022575,050503,1.0
A001431,061204,5.0
A002953,061204,5.0
A008961,061204,1.0
A010395,061204,21.0
A012968,061204,4.0
A016049,061204,6.0
A020438,061204,2.0
A020444,061204,31.0
A001436,020902,12.0
A001838,020902,4.0
A004770,020902,1.0
A005274,020902,1.0
A005721,020902,2.0
A010402,020902,6.0
A010411,020902,16.0
A010910,020902,6.0
A012941,020902,7.0
A014165,020902,2.0
A014314,020902,11.0
A001437,041901,14.0
A002700,041901,5.0
A011745,041901,4.0
A015317,041901,72.0
A024280,041901,34.0
A001440,032103,17.0
A003428,032103,1.0
A004334,032103,4.0
A004370,032103,14.0
A004515,032103,2.0
A015775,032103,12.0
A019294,032103,1.0
A020498,032103,2.0
A021267,032103,2.0
A021657,032103,2.0
A022677,032103,2.0
A025696,032103,5.0
A001446,012315,12.0
A003629,012315,1.0
A003829,012315,1.0
A006126,012315,30.0
A006245,012315,43.0
A012595,012315,1.0
A013055,012315,6.0
A015862,012315,3.0
A017496,012315,1.0
A022508,012315,2.0
A001449,030504,41.0
A002812,030504,4.0
A004436,030504,4.0
A009004,030504,1.0
A012590,030504,4.0
A013650,030504,176.0
A015132,030504,11.0
A015868,030504,6.0
A017325,030504,3.0
A025532,030504,5.0
A001472,011211,1.0
A002327,011211,3.0
A003730,011211,2.0
A008109,011211,1.0
A014852,011211,1.0
A014898,011211,2.0
A014968,011211,6.0
A015971,011211,3.0
A017086,011211,2.0
A017171,011211,1.0
A018189,011211,8.0
A020937,011211,2.0
A021172,011211,4.0
A022355,011211,1.0
A022364,011211,1.0
A024039,011211,1.0
A027625,011211,4.0
A030054,011211,1.0
A001486,020301,5.0
A003421,020301,2.0
A003448,020301,6.0
A010598,020301,1.0
A014536,020301,72.0
A014931,020301,10.0
A015308,020301,4.0
A016637,020301,4.0
A016773,020301,1.0
A017085,020301,3.0
A021294,020301,22.0
A001522,020402,2.0
A002467,020402,2.0
A004680,020402,2.0
A005437,020402,1.0
A013351,020402,2.0
A016476,020402,34.0
A017298,020402,128.0
A018578,020402,1.0
A018721,020402,1.0
A019972,020402,2.0
A019978,020402,4.0
A020207,020402,1.0
A020208,020402,3.0
A021381,020402,14.0
A022253,020402,1.0
A026136,020402,5.0
A001527,030904,30.0
A001548,030904,4.0
A003150,030904,1.0
A009008,030904,7.0
A014940,030904,168.0
A016136,030904,4.0
A017407,030904,8.0
A018825,030904,5.0
A019088,030904,4.0
A021217,030904,2.0
A022012,030904,5.0
A025325,030904,1.0
A026142,030904,3.0
A028947,030904,4.0
A001537,022302,22.0
A004700,022302,20.0
A015444,022302,1.0
A024369,022302,3.0
A001576,011010,3.0
A001759,011010,5.0
A001760,011010,5.0
A001771,011010,10.0
A001772,011010,5.0
A002177,011010,1.0
A008669,011010,3.0
A010924,011010,6.0
A012469,011010,56.0
A012489,011010,15.0
A015534,011010,4.0
A018054,011010,1.0
A018295,011010,1.0
A018445,011010,1.0
A019555,011010,2.0
A026864,011010,2.0
A028850,011010,4.0
A001580,400211,3.0
A002101,400211,5.0
A002546,400211,1.0
A002858,400211,2.0
A003127,400211,2.0
A003617,400211,3.0
A003852,400211,9.0
A004922,400211,4.0
A004927,400211,2.0
A006335,400211,2.0
A006336,400211,1.0
A006344,400211,1.0
A006380,400211,1.0
A006385,400211,3.0
A006386,400211,6.0
A006418,400211,2.0
A006419,400211,3.0
A006421,400211,4.0
A006422,400211,9.0
A006423,400211,2.0
A006433,400211,3.0
A006441,400211,1.0
A006443,400211,7.0
A006501,400211,2.0
A006503,400211,3.0
A006511,400211,2.0
A006513,400211,2.0
A006515,400211,3.0
A006517,400211,6.0
A006527,400211,6.0
A006530,400211,7.0
A006532,400211,1.0
A006541,400211,1.0
A006547,400211,2.0
A006548,400211,5.0
A008025,400211,5.0
A008330,400211,3.0
A009173,400211,3.0
A009216,400211,1.0
A009969,400211,2.0
A010036,400211,4.0
A010209,400211,1.0
A010210,400211,2.0
A010233,400211,1.0
A010236,400211,2.0
A010245,400211,6.0
A010250,400211,2.0
A010257,400211,6.0
A010494,400211,12.0
A010648,400211,1.0
A010708,400211,4.0
A012066,400211,2.0
A012106,400211,2.0
A012358,400211,1.0
A012481,400211,1.0
A013974,400211,4.0
A014118,400211,3.0
A014250,400211,3.0
A014295,400211,1.0
A001582,011113,1.0
A003435,011113,3.0
A004340,011113,1.0
A006874,011113,12.0
A013408,011113,2.0
A014539,011113,1.0
A014826,011113,4.0
A015873,011113,1.0
A016245,011113,3.0
A016817,011113,1.0
A017037,011113,2.0
A017163,011113,2.0
A017230,011113,4.0
A017301,011113,14.0
A017438,011113,1.0
A017638,011113,1.0
A017845,011113,1.0
A017912,011113,3.0
A017971,011113,2.0
A017980,011113,4.0
A017999,011113,2.0
A018012,011113,5.0
A018077,011113,1.0
A018176,011113,4.0
A018553,011113,2.0
A018554,011113,2.0
A018714,011113,2.0
A018716,011113,2.0
A018842,011113,1.0
A019812,011113,3.0
A019887,011113,1.0
A019939,011113,1.0
A020002,011113,3.0
A020107,011113,2.0
A020149,011113,2.0
A020166,011113,1.0
A020340,011113,3.0
A020343,011113,1.0
A020410,011113,2.0
A020619,011113,2.0
A020641,011113,1.0
A020857,011113,1.0
A020949,011113,3.0
A021074,011113,4.0
A021829,011113,2.0
A022894,011113,2.0
A024072,011113,4.0
A024456,011113,1.0
A024674,011113,3.0
A024868,011113,4.0
A025204,011113,6.0
A025387,011113,3.0
A025396,011113,4.0
A026541,011113,2.0
A026626,011113,1.0
A027178,011113,4.0
A027224,011113,1.0
A027232,011113,1.0
A029060,011113,2.0
A029097,011113,4.0
A029587,011113,2.0
A029767,011113,2.0
A029961,011113,3.0
A030005,011113,3.0
A030063,011113,2.0
A001599,010912,8.0
A003920,010912,1.0
A004422,010912,60.0
A004666,010912,3.0
A004697,010912,80.0
A008084,010912,4.0
A008723,010912,2.0
A012100,010912,1.0
A012753,010912,3.0
A012790,010912,1.0
A014541,010912,1.0
A014639,010912,6.0
A014683,010912,25.0
A014749,010912,3.0
A014834,010912,3.0
A014911,010912,10.0
A015142,010912,5.0
A015364,010912,1.0
A015457,010912,1.0
A015740,010912,2.0
A015757,010912,3.0
A015784,010912,3.0
A015805,010912,9.0
A016029,010912,2.0
A016461,010912,2.0
A016947,010912,2.0
A017112,010912,7.0
A017116,010912,10.0
A017122,010912,3.0
A017154,010912,2.0
A017189,010912,1.0
A017191,010912,2.0
A017205,010912,3.0
A017324,010912,1.0
A017466,010912,1.0
A017647,010912,1.0
A018175,010912,3.0
A018185,010912,3.0
A018312,010912,5.0
A018775,010912,5.0
A018841,010912,1.0
A018843,010912,1.0
A018844,010912,1.0
A018845,010912,1.0
A018847,010912,1.0
A018848,010912,1.0
A018849,010912,1.0
A019956,010912,267.0
A020030,010912,4.0
A020310,010912,1.0
A020384,010912,2.0
A020914,010912,2.0
A020918,010912,3.0
A021084,010912,4.0
A021299,010912,2.0
A021718,010912,3.0
A022143,010912,3.0
A022148,010912,1.0
A022359,010912,2.0
A022421,010912,3.0
A022698,010912,3.0
A024095,010912,4.0
A024098,010912,1.0
A024352,010912,4.0
A024632,010912,3.0
A024964,010912,2.0
A024965,010912,3.0
A025319,010912,1.0
A026176,010912,10.0
A026679,010912,2.0
A027126,010912,1.0
A027168,010912,2.0
A027173,010912,2.0
A029076,010912,2.0
A029103,010912,4.0
A029123,010912,1.0
A029984,010912,1.0
A001608,021703,19.0
A003071,021703,2.0
A004421,021703,42.0
A004964,021703,16.0
A006779,021703,1.0
A012535,021703,2.0
A012948,021703,7.0
A016343,021703,4.0
A017423,021703,1.0
A019851,021703,3.0
A026196,021703,4.0
A001629,021107,2.0
A002071,021107,2.0
A002584,021107,4.0
A002730,021107,18.0
A002902,021107,1.0
A003478,021107,20.0
A003717,021107,1.0
A004631,021107,4.0
A011662,021107,12.0
A012575,021107,5.0
A013132,021107,5.0
A014885,021107,3.0
A015603,021107,4.0
A016564,021107,2.0
A022952,021107,1.0
A024900,021107,1.0
A024935,021107,1.0
A027054,021107,7.0
A027164,021107,2.0
A001635,010705,150.0
A021011,010705,3.0
A021438,010705,6.0
A023004,010705,12.0
A001641,021002,148.0
A003461,021002,2.0
A006697,021002,24.0
A012532,021002,13.0
A012604,021002,5.0
A016819,021002,3.0
A017099,021002,3.0
A017693,021002,2.0
A019525,021002,6.0
A022453,021002,7.0
A030049,021002,6.0
A001646,012813,81.0
A002723,012813,266.0
A003831,012813,2.0
A004727,012813,1.0
A007240,012813,3.0
A007394,012813,39.0
A008663,012813,5.0
A008920,012813,2.0
A009223,012813,1.0
A010407,012813,40.0
A012745,012813,1.0
A012799,012813,10.0
A012861,012813,3.0
A012996,012813,4.0
A013291,012813,1.0
A014632,012813,5.0
A015654,012813,1.0
A015690,012813,4.0
A015914,012813,2.0
A017377,012813,1.0
A020187,012813,3.0
A020245,012813,1.0
A025339,012813,2.0
A025344,012813,2.0
A026847,012813,2.0
A026968,012813,2.0
A029072,012813,2.0
A029689,012813,2.0
A001651,032703,11.0
A001904,032703,2.0
A006210,032703,20.0
A012545,032703,2.0
A012608,032703,267.0
A018587,032703,4.0
A019617,032703,9.0
A020621,032703,3.0
A022550,032703,4.0
A025148,032703,2.0
A027880,032703,2.0
A001668,042406,642.0
A024400,042406,8.0
A001675,010501,365.0
A004891,010501,19.0
A007685,010501,106.0
A010394,010501,5.0
A012579,010501,8.0
A021768,010501,3.0
A024284,010501,19.0
A025701,010501,2.0
A001687,022605,50.0
A002754,022605,78.0
A019955,022605,13.0
A020063,022605,7.0
A024277,022605,13.0
A001697,011002,12.0
A004659,011002,1.0
A013788,011002,10.0
A017518,011002,5.0
A021183,011002,7.0
A022772,011002,5.0
A001704,010909,3.0
A002914,010909,10.0
A003424,010909,6.0
A007871,010909,4.0
A007951,010909,3.0
A010913,010909,1.0
A012837,010909,1.0
A001720,030306,1.0
A006981,030306,150.0
A012015,030306,2.0
A027817,030306,13.0
A027840,030306,5.0
A001725,012507,140.0
A012975,012507,5.0
A013194,012507,2.0
A021213,012507,2.0
A022912,012507,2.0
A001730,030903,2244.0
A009327,030903,2.0
A013027,030903,6.0
A014564,030903,11.0
A014836,030903,27.0
A015415,030903,2.0
A017405,030903,4.0
A018378,030903,1.0
A020695,030903,2.0
A021803,030903,1.0
A024058,030903,1.0
A001731,021603,26.0
A015878,021603,1.0
A016475,021603,8.0
A016557,021603,2.0
A016831,021603,8.0
A017020,021603,3.0
A018666,021603,1.0
A021654,021603,2.0
A023003,021603,5.0
A001738,031611,17.0
A007896,031611,31.0
A001740,010812,1.0
A004377,010812,14.0
A010575,010812,10.0
A012710,010812,12.0
A014479,010812,2.0
A015289,010812,3.0
A017039,010812,5.0
A017412,010812,2.0
A019044,010812,1.0
A023800,010812,1.0
A001785,030805,1.0
A004932,030805,1.0
A018432,030805,3.0
A028906,030805,2.0
A028962,030805,2.0
A001786,022709,4.0
A001787,060305,7.0
A011619,060305,12.0
A013131,060305,4.0
A013137,060305,13.0
A014226,060305,1.0
A015122,060305,10.0
A016514,060305,1.0
A016960,060305,2.0
A016962,060305,2.0
A019571,060305,1.0
A022115,060305,1.0
A023100,060305,3.0
A025819,060305,1.0
A025867,060305,1.0
A028229,060305,3.0
A028273,060305,2.0
A028313,060305,2.0
A001793,061409,6.0
A003164,061409,1.0
A005117,061409,1.0
A019585,061409,3.0
A001794,020302,1.0
A014888,020302,22.0
A014928,020302,2.0
A015698,020302,1.0
A024312,020302,4.0
A024664,020302,5.0
A001801,011909,10.0
A002806,011909,1.0
A004217,011909,3.0
A004646,011909,4.0
A007974,011909,2.0
A008713,011909,1.0
A009170,011909,3.0
A012120,011909,4.0
A012548,011909,45.0
A012557,011909,2.0
A013492,011909,17.0
A018758,011909,1.0
A019233,011909,1.0
A019501,011909,2.0
A022126,011909,1.0
A023217,011909,3.0
A023816,011909,2.0
A024662,011909,3.0
A027063,011909,3.0
A027128,011909,3.0
A027171,011909,2.0
A027435,011909,2.0
A030021,011909,2.0
A001805,051507,1.0
A005244,051507,1.0
A014271,051507,2.0
A025053,051507,3.0
A001818,111901,311.0
A001821,111201,43.0
A004253,111201,2.0
A001823,111801,50.0
A001824,111801,145.0
A030224,111801,10.0
A001826,042522,55.0
A005647,042522,5.0
A005822,042522,4.0
A001835,032523,4.0
A023172,032523,1.0
A029326,032523,2.0
A001841,030325,10.0
A001843,071605,1.0
A011884,071605,1.0
A025167,071605,2.0
A001864,400611,2.0
A001865,400611,1.0
A002421,400611,1.0
A002897,400611,1.0
A002977,400611,4.0
A003025,400611,1.0
A003041,400611,3.0
A003209,400611,2.0
A003314,400611,1.0
A003340,400611,2.0
A003341,400611,1.0
A003573,400611,1.0
A003586,400611,3.0
A003892,400611,1.0
A004022,400611,2.0
A004266,400611,1.0
A006337,400611,4.0
A006757,400611,1.0
A006767,400611,1.0
A006776,400611,2.0
A006992,400611,16.0
A007070,400611,3.0
A007071,400611,1.0
A007086,400611,1.0
A007088,400611,1.0
A007089,400611,1.0
A007090,400611,1.0
A007094,400611,1.0
A007210,400611,1.0
A007211,400611,1.0
A007216,400611,1.0
A007221,400611,1.0
A007430,400611,7.0
A009229,400611,7.0
A009233,400611,1.0
A009448,400611,5.0
A009459,400611,2.0
A009467,400611,2.0
A010017,400611,2.0
A010035,400611,8.0
A010101,400611,3.0
A010127,400611,2.0
A010130,400611,14.0
A010196,400611,31.0
A010722,400611,1.0
A010854,400611,1.0
A011223,400611,4.0
A011268,400611,1.0
A011470,400611,3.0
A012070,400611,4.0
A012913,400611,5.0
A013238,400611,1.0
A013556,400611,1.0
A013853,400611,6.0
A014173,400611,1.0
A014257,400611,43.0
A001868,021113,5.0
A002974,021113,1.0
A009550,021113,5.0
A017281,021113,4.0
A024969,021113,2.0
A030194,021113,2.0
A001873,022703,4.0
A002921,022703,2.0
A004367,022703,4.0
A004521,022703,5.0
A004865,022703,34.0
A005045,022703,3.0
A005106,022703,27.0
A017521,022703,4.0
A019968,022703,3.0
A001880,041307,1.0
A003367,041307,1.0
A020007,041307,3.0
A001886,070605,24.0
A009672,070605,1.0
A012401,070605,3.0
A001887,501603,2.0
A002379,501603,1.0
A017534,501603,2.0
A001891,602509,1.0
A001893,091811,8.0
A030431,091811,2.0
A001894,010605,13.0
A002618,010605,12.0
A003955,010605,1.0
A005249,010605,1.0
A009009,010605,4.0
A013546,010605,8.0
A015926,010605,2.0
A016824,010605,5.0
A018588,010605,5.0
A018878,010605,2.0
A022321,010605,5.0
A001899,051617,2.0
A003994,051617,1.0
A006952,051617,1.0
A011139,051617,3.0
A023859,051617,2.0
A001903,101213,2.0
A001908,050504,3.0
A002259,050504,10.0
A006228,050504,6.0
A006232,050504,5.0
A001911,031720,1.0
A029153,031720,4.0
A001912,031415,3.0
A003348,031415,1.0
A012423,031415,69.0
A001922,032007,3.0
A017552,032007,1.0
A001923,062803,1.0
A002492,062803,3.0
A010073,062803,2.0
A010284,062803,1.0
A001925,030403,5.0
A002358,030403,6.0
A007902,030403,14.0
A008095,030403,3.0
A008643,030403,1.0
A010400,030403,12.0
A017317,030403,1.0
A017570,030403,2.0
A017585,030403,5.0
A020171,030403,1.0
A001926,040907,7.0
A003115,040907,6.0
A003326,040907,1.0
A007345,040907,6.0
A001927,071111,2.0
A005376,071111,2.0
A008587,071111,1.0
A009747,071111,2.0
A012408,071111,4.0
A014122,071111,1.0
A001928,041430,4.0
A009912,041430,2.0
A001929,401203,1.0
A001936,071319,9.0
A001942,402405,1.0
A001945,401809,2.0
A001955,071803,4.0
A025085,071803,5.0
A001968,500809,3.0
A001975,600109,1.0
A001976,092205,5.0
A005966,092205,1.0
A009752,092205,3.0
A001977,062227,3.0
A001978,051327,24.0
A023075,051327,2.0
A028969,051327,1.0
A029514,051327,2.0
A001992,052221,3.0
A005667,052221,1.0
A028728,052221,1.0
A002001,051521,1.0
A015059,051521,1.0
A002002,060321,2.0
A005962,060321,18.0
A002005,402411,2.0
A003024,402411,8.0
A003786,402411,10.0
A003787,402411,2.0
A004031,402411,1.0
A007343,402411,15.0
A008611,402411,2.0
A008633,402411,1.0
A009082,402411,1.0
A009290,402411,1.0
A010364,402411,6.0
A011307,402411,2.0
A012265,402411,1.0
A013975,402411,2.0
A014301,402411,2.0
A002015,012102,14.0
A014321,012102,3.0
A018577,012102,27.0
A020033,012102,1.0
A002021,052823,2.0
A005491,052823,1.0
A007037,052823,1.0
A002027,052533,1.0
A004226,052533,3.0
A010501,052533,1.0
A029080,052533,3.0
A002028,061903,24.0
A002208,061903,3.0
A006011,061903,3.0
A007093,061903,2.0
A008245,061903,6.0
A010868,061903,3.0
A012093,061903,1.0
A012419,061903,1.0
A013023,061903,22.0
A013288,061903,1.0
A015700,061903,3.0
A002033,020611,24.0
A009315,020611,3.0
A029862,020611,1.0
A002035,070509,1.0
A005970,070509,1.0
A016403,070509,3.0
A029901,070509,1.0
A002037,091515,1.0
A002039,021811,1.0
A021429,021811,2.0
A022804,021811,2.0
A002053,031103,3.0
A008323,031103,1.0
A013385,031103,11.0
A015940,031103,2.0
A016578,031103,9.0
A016612,031103,2.0
A017238,031103,4.0
A020236,031103,1.0
A021075,031103,2.0
A022074,031103,5.0
A022133,031103,6.0
A022950,031103,2.0
A023323,031103,1.0
A026012,031103,3.0
A002059,012509,1.0
A025402,012509,1.0
A002064,022004,1.0
A004396,022004,10.0
A017622,022004,3.0
A018162,022004,3.0
A024866,022004,3.0
A027596,022004,1.0
A002068,032306,1.0
A002461,032306,10.0
A027779,032306,2.0
A002074,030513,1.0
A015324,030513,2.0
A025614,030513,2.0
A027874,030513,2.0
A002084,041607,3.0
A008847,041607,4.0
A016682,041607,1.0
A018993,041607,7.0
A019069,041607,4.0
A020662,041607,1.0
A022691,041607,3.0
A022817,041607,3.0
A028826,041607,1.0
A029046,041607,1.0
A029091,041607,3.0
A029908,041607,2.0
A002085,012812,4.0
A006416,012812,2.0
A008335,012812,1.0
A011591,012812,9.0
A011592,012812,18.0
A013520,012812,11.0
A013701,012812,5.0
A015623,012812,2.0
A016294,012812,2.0
A016507,012812,2.0
A016799,012812,1.0
A017060,012812,1.0
A017829,012812,1.0
A018105,012812,3.0
A018608,012812,1.0
A019186,012812,1.0
A019567,012812,2.0
A021802,012812,5.0
A026653,012812,2.0
A026872,012812,2.0
A028806,012812,2.0
A029111,012812,2.0
A029185,012812,1.0
A002103,051301,8.0
A002834,051301,267.0
A003510,051301,1.0
A021819,051301,1.0
A002111,401603,2.0
A010586,401603,1.0
A002115,072105,15.0
A002165,072105,1.0
A022100,072105,2.0
A025475,072105,1.0
A026297,072105,1.0
A026359,072105,2.0
A027455,072105,5.0
A002118,500907,3.0
A002121,501501,3.0
A010730,501501,3.0
A002122,040312,88.0
A021451,040312,3.0
A022856,040312,2.0
A002123,602001,1.0
A002124,602001,2.0
A010226,602001,2.0
A014150,602001,1.0
A002129,052311,1.0
A002773,052311,1.0
A005990,052311,8.0
A012196,052311,1.0
A002130,052313,11.0
A012268,052313,4.0
A002140,071921,1.0
A003122,071921,1.0
A029417,071921,1.0
A002141,050102,3.0
A010523,050102,1.0
A018767,050102,5.0
A021252,050102,2.0
A022312,050102,1.0
A022548,050102,1.0
A030084,050102,3.0
A002142,072211,9.0
A028051,072211,4.0
A030363,072211,7.0
A002143,401411,3.0
A015055,401411,2.0
A016266,401411,3.0
A020363,401411,1.0
A021884,401411,1.0
A024450,401411,3.0
A024727,401411,3.0
A024728,401411,7.0
A025458,401411,2.0
A027550,401411,1.0
A028512,401411,1.0
A028513,401411,2.0
A028588,401411,3.0
