uuid,location,quantity
A017022,010312,1.0
A017045,012722,10.0
A017047,012720,2.0
A017049,012721,3.0
A017051,012721,1.0
A017061,012722,6.0
A017069,012721,2.0
A017077,012721,1.0
A017079,010103,3.0
A017082,012721,1.0
A017083,012721,1.0
A017084,010312,2.0
A017090,012721,1.0
A017091,012721,1.0
A017092,010312,2.0
A017097,010312,4.0
A017103,010312,2.0
A017110,012722,4.0
A017111,012722,4.0
A017114,012721,10.0
A017119,012721,2.0
A017120,012722,1.0
A017124,012721,2.0
A017125,012721,1.0
A017126,012722,3.0
A017127,012722,11.0
A017128,012722,16.0
A017132,010312,3.0
A017139,012722,2.0
A017159,012722,1.0
A017173,010103,4.0
A017178,012722,2.0
A017181,010407,2.0
A017192,010104,2.0
A017194,010312,1.0
A017196,012722,2.0
A017199,010104,1.0
A017202,012722,1.0
A017209,012722,3.0
A017213,012722,4.0
A017216,012722,1.0
A017220,010104,1.0
A017225,012720,2.0
A017233,012722,7.0
A017247,010407,3.0
A017250,010312,2.0
A017259,010407,2.0
A017271,010408,3.0
A017286,010104,3.0
A017288,012818,8.0
A017297,012722,23.0
A017302,012718,12.0
A017306,012722,5.0
A017307,012721,2.0
A017313,012722,1.0
A017319,012722,1.0
A017322,012722,1.0
A017323,012722,4.0
A017327,012720,1.0
A017332,012722,2.0
A017335,012722,1.0
A017348,012722,6.0
A017352,012722,1.0
A017369,012722,2.0
A017371,012721,1.0
A017378,012722,14.0
A017394,010407,3.0
A017415,010407,3.0
A017416,012722,3.0
A017418,010104,6.0
A017426,012722,1.0
A017427,012722,1.0
A017428,012722,2.0
A017429,012818,2.0
A017431,012722,6.0
A017432,012722,2.0
A017434,012716,6.0
A017439,012722,34.0
A017451,012722,3.0
A017461,012722,1.0
A017463,012722,2.0
A017465,012722,5.0
A017467,012722,2.0
A017468,012722,2.0
A017478,010103,1.0
A017483,012722,4.0
A017485,012722,2.0
A017490,012722,2.0
A017508,012722,1.0
A017524,400411,2.0
A017530,400211,1.0
A017535,012723,1.0
A017539,400411,1.0
A017544,400609,2.0
A017545,400201,11.0
A017545,400401,16.0
A017545,400601,16.0
A017545,400801,16.0
A017545,401001,16.0
A017545,401201,16.0
A017545,401401,12.0
A017551,012723,2.0
A017561,FLOOR01,36.0
A017569,012723,1.0
A017575,012723,1.0
A017576,012723,2.0
A017578,050627,1.0
A017589,012722,5.0
A017590,012722,1.0
A017593,070213,3.0
A017596,010407,1.0
A017603,012723,6.0
A017604,012723,3.0
A017616,012723,1.0
A017617,012722,2.0
A017618,012722,2.0
A017627,012722,2.0
A017628,012723,1.0
A017630,012723,1.0
A017631,010407,3.0
A017633,012723,1.0
A017634,012723,1.0
A017635,010407,1.0
A017636,012723,3.0
A017637,012723,1.0
A017640,012723,12.0
A017642,012723,1.0
A017649,012723,8.0
A017653,012723,2.0
A017654,012723,5.0
A017658,012723,4.0
A017661,012723,2.0
A017667,012723,3.0
A017668,012723,2.0
A017675,012723,1.0
A017676,012723,1.0
A017680,010407,3.0
A017683,012723,1.0
A017686,012723,1.0
A017690,050209,15.0
A017694,012723,1.0
A017697,012719,2.0
A017699,012723,1.0
A017711,012723,2.0
A017715,012723,6.0
A017717,052521,2.0
A017719,012723,2.0
A017720,012723,7.0
A017721,012723,2.0
A017723,012723,3.0
A017726,010104,6.0
A017727,010104,2.0
A017730,010407,1.0
A017732,010407,2.0
A017734,010407,1.0
A017740,012723,1.0
A017741,012723,2.0
A017743,050104,3.0
A017744,012723,3.0
A017745,012723,1.0
A017747,010407,3.0
A017750,012723,1.0
A017758,012723,1.0
A017761,012723,1.0
A017762,051129,2.0
A017763,012724,2.0
A017764,012723,4.0
A017765,012723,1.0
A017766,012723,1.0
A017770,012723,1.0
A017772,012723,1.0
A017773,012723,2.0
A017774,012723,1.0
A017775,012723,2.0
A017779,012723,7.0
A017780,010407,1.0
A017782,400609,2.0
A017784,400609,2.0
A017785,400411,1.0
A017790,012723,1.0
A017791,012723,1.0
A017794,012723,2.0
A017795,012723,3.0
A017797,012723,1.0
A017798,012723,1.0
A017802,010407,3.0
A017809,012723,4.0
A017810,012723,2.0
A017812,012723,1.0
A017816,012723,2.0
A017818,012723,2.0
A017819,012720,2.0
A017820,012723,3.0
A017821,012723,2.0
A017822,012723,1.0
A017823,012723,4.0
A017824,012723,1.0
A017825,012723,1.0
A017830,012723,1.0
A017831,012723,2.0
A017833,012723,2.0
A017835,012723,2.0
A017836,012723,2.0
A017838,012723,1.0
A017839,010312,3.0
A017842,010109,1.0
A017853,010407,4.0
A017854,010407,9.0
A017862,010407,2.0
A017863,012723,5.0
A017864,012723,4.0
A017865,012723,2.0
A017866,012723,1.0
A017869,012723,1.0
A017875,012723,2.0
A017877,012723,2.0
A017879,012724,2.0
A017881,012723,4.0
A017882,012723,2.0
A017888,012723,3.0
A017891,012723,3.0
A017893,012723,5.0
A017894,012723,2.0
A017895,012723,2.0
A017896,012723,6.0
A017900,012723,5.0
A017902,012723,1.0
A017904,012723,2.0
A017916,012723,1.0
A017917,012723,2.0
A017919,012723,2.0
A017920,012723,8.0
A017921,012723,3.0
A017923,012723,1.0
A017924,012723,1.0
A017925,012724,1.0
A017926,012723,2.0
A017927,012724,2.0
A017928,051924,1.0
A017930,012724,5.0
A017931,012724,1.0
A017934,012724,2.0
A017936,012724,3.0
A017940,012724,2.0
A017945,012724,5.0
A017946,012724,3.0
A017947,012724,5.0
A017950,012724,2.0
A017952,012724,4.0
A017958,010104,17.0
A017959,010104,18.0
A017960,012724,5.0
A017961,012724,5.0
A017962,012724,5.0
A017963,012724,5.0
A017964,012724,1.0
A017978,012724,2.0
A017981,012724,3.0
A017983,012724,3.0
A017984,012724,2.0
A017985,012724,16.0
A017988,012818,9.0
A017989,012724,2.0
A017990,012724,5.0
A017992,012724,2.0
A017996,012724,2.0
A017997,010407,6.0
A017998,012724,2.0
A018000,012724,2.0
A018002,012724,1.0
A018009,012724,3.0
A018013,012724,3.0
A018020,012724,5.0
A018021,012724,3.0
A018025,012716,2.0
A018027,012724,4.0
A018030,010407,7.0
A018031,012724,4.0
A018033,010407,57.0
A018034,012717,4.0
A018035,012723,4.0
A018042,012724,3.0
A018045,012724,2.0
A018046,012724,2.0
A018047,012724,1.0
A018050,012724,1.0
A018055,012724,1.0
A018057,012724,1.0
A018059,012724,1.0
A018061,012724,1.0
A018062,012816,1.0
A018064,012816,1.0
A018066,012817,3.0
A018067,071213,3.0
A018070,012719,1.0
A018072,012817,2.0
A018074,012816,1.0
A018075,012724,3.0
A018079,012817,1.0
A018081,012724,2.0
A018082,012724,2.0
A018083,012724,2.0
A018084,012724,4.0
A018094,012724,1.0
A018095,012724,4.0
A018097,012724,5.0
A018098,012724,9.0
A018099,012724,2.0
A018101,012724,2.0
A018106,012724,1.0
A018108,012518,3.0
A018109,012724,4.0
A018111,050301,2.0
A018112,012724,1.0
A018114,012724,4.0
A018115,051619,2.0
A018122,051924,3.0
A018125,051924,4.0
A018129,051523,3.0
A018134,012724,3.0
A018135,012816,3.0
A018138,012724,2.0
A018139,012817,10.0
A018143,010407,1.0
A018145,012817,3.0
A018151,012724,2.0
A018152,012724,1.0
A018155,012724,8.0
A018156,012724,2.0
A018157,012721,1.0
A018170,012816,1.0
A018172,012816,2.0
A018173,012816,23.0
A018174,012816,18.0
A018177,012816,2.0
A018178,012816,2.0
A018179,012817,8.0
A018186,012816,1.0
A018187,012817,2.0
A018188,012817,4.0
A018192,012816,1.0
A018194,012817,1.0
A018198,010408,1.0
A018199,012817,3.0
A018203,012817,1.0
A018204,012719,1.0
A018205,012817,1.0
A018206,012817,2.0
A018207,012817,2.0
A018208,012817,2.0
A018209,012817,2.0
A018210,012817,1.0
A018215,012817,5.0
A018217,012817,1.0
A018218,012817,1.0
A018219,012817,2.0
A018220,012817,1.0
A018221,012817,1.0
A018223,012817,2.0
A018224,012817,1.0
A018226,012817,1.0
A018227,012817,2.0
A018228,012817,2.0
A018229,012817,1.0
A018231,012817,2.0
A018232,012817,2.0
A018233,012817,1.0
A018234,012817,2.0
A018235,012817,2.0
A018236,012816,2.0
A018237,012817,2.0
A018238,012817,3.0
A018239,012724,3.0
A018241,012817,2.0
A018244,012817,1.0
A018246,012817,1.0
A018247,012817,2.0
A018248,012817,1.0
A018252,012817,1.0
A018256,012817,1.0
A018257,012817,8.0
A018258,012817,2.0
A018259,012817,1.0
A018261,012817,5.0
A018263,012817,1.0
A018264,012619,2.0
A018265,012817,2.0
A018266,012817,3.0
A018268,012817,2.0
A018269,012818,3.0
A018271,012817,5.0
A018272,012817,1.0
A018273,012817,1.0
A018274,012817,2.0
A018279,050106,1.0
A018280,012817,1.0
A018281,012817,1.0
A018282,012817,1.0
A018283,012817,5.0
A018284,012817,3.0
A018288,FLOOR01,2.0
A018289,012818,1.0
A018291,012819,1.0
A018292,012819,2.0
A018294,012819,1.0
A018296,012819,1.0
A018299,012819,8.0
A018301,012818,1.0
A018302,012819,1.0
A018306,012819,1.0
A018308,012819,3.0
A018309,012819,3.0
A018313,012817,2.0
A018314,012817,1.0
A018315,012819,9.0
A018316,012819,4.0
A018317,012819,6.0
A018319,012819,3.0
A018320,012819,1.0
A018321,012819,1.0
A018322,012819,1.0
A018323,012819,1.0
A018324,012819,1.0
A018325,012819,1.0
A018326,012819,2.0
A018327,012819,1.0
A018328,012818,1.0
A018329,012819,1.0
A018330,012819,2.0
A018331,012819,1.0
A018333,012819,1.0
A018334,012819,2.0
A018335,012819,1.0
A018336,010408,1.0
A018338,012819,2.0
A018342,012819,2.0
A018345,012819,1.0
A018347,012819,1.0
A018349,012819,8.0
A018353,010211,1.0
A018354,012819,1.0
A018356,031405,63.0
A018361,070605,36.0
A018362,012819,2.0
A018363,012819,1.0
A018366,012819,2.0
A018367,012819,2.0
A018370,010408,4.0
A018377,012819,3.0
A018379,010104,11.0
A018381,012819,1.0
A018389,010408,2.0
A018394,012819,3.0
A018399,012819,1.0
A018403,012819,3.0
A018411,012819,1.0
A018412,012819,1.0
A018413,012819,2.0
A018414,012819,1.0
A018415,012819,3.0
A018416,012819,2.0
A018418,012819,4.0
A018419,012819,1.0
A018420,012819,7.0
A018421,050933,2.0
A018424,012819,4.0
A018428,012819,5.0
A018429,012819,3.0
A018430,010104,2.0
A018434,012819,1.0
A018435,012819,2.0
A018436,012819,1.0
A018437,012819,2.0
A018438,012819,1.0
A018439,012819,7.0
A018440,012819,6.0
A018441,012819,3.0
A018442,012819,2.0
A018443,012819,2.0
A018444,012819,2.0
A018449,012819,2.0
A018452,012819,1.0
A018462,012820,1.0
A018463,051721,1.0
A018465,012819,1.0
A018466,012820,1.0
A018478,012819,6.0
A018483,012820,1.0
A018488,051925,3.0
A018491,401203,2.0
A018495,012819,1.0
A018496,012820,1.0
A018497,012820,4.0
A018498,012820,1.0
A018499,012820,1.0
A018500,051729,2.0
A018503,012820,1.0
A018507,012819,4.0
A018508,012819,2.0
A018509,012819,2.0
A018510,012819,6.0
A018515,012819,3.0
A018517,012819,1.0
A018518,012820,2.0
A018524,012820,2.0
A018525,012820,2.0
A018526,012820,2.0
A018527,012819,6.0
A018528,012819,6.0
A018531,400609,1.0
A018533,012820,1.0
A018534,012820,1.0
A018556,012820,2.0
A018557,012820,1.0
A018558,012820,4.0
A018559,012820,2.0
A018560,012820,4.0
A018561,012820,2.0
A018562,012820,2.0
A018563,012820,2.0
A018565,012820,1.0
A018566,012820,2.0
A018568,012820,3.0
A018569,012820,1.0
A018583,012820,2.0
A018590,012819,1.0
A018591,010104,2.0
A018592,010103,1.0
A018593,010408,2.0
A018596,010407,2.0
A018599,012820,1.0
A018601,012819,2.0
A018603,012820,1.0
A018605,012820,1.0
A018607,012820,43.0
A018609,012820,1.0
A018610,012820,1.0
A018611,012820,1.0
A018612,012820,1.0
A018613,012820,1.0
A018616,012820,2.0
A018624,051731,2.0
A018632,051731,2.0
A018637,070513,1.0
A018643,051723,1.0
A018644,051731,2.0
A018646,012820,5.0
A018648,070723,2.0
A018649,012820,6.0
A018657,012820,1.0
A018660,012820,2.0
A018670,010104,1.0
A018674,012820,2.0
A018676,010104,2.0
A018679,012820,2.0
A018682,012820,2.0
A018691,012820,2.0
A018693,010408,4.0
A018696,012820,4.0
A018697,010104,6.0
A018700,012820,1.0
A018704,012820,5.0
A018705,012820,2.0
A018706,012820,2.0
A018707,012820,2.0
A018708,012820,5.0
A018709,010109,3.0
A018710,012820,5.0
A018719,012820,2.0
A018723,012820,2.0
A018725,012820,2.0
A018726,012820,3.0
A018730,012820,3.0
A018733,012820,2.0
A018734,012820,1.0
A018735,012820,2.0
A018736,012820,2.0
A018740,012820,1.0
A018743,050302,3.0
A018745,012820,3.0
A018747,012820,2.0
A018748,010408,1.0
A018749,050104,4.0
A018751,012820,1.0
A018752,012820,2.0
A018753,050104,3.0
A018757,012820,1.0
A018762,050104,4.0
A018771,012820,1.0
A018772,012820,3.0
A018774,012820,1.0
A018776,012820,3.0
A018777,012820,2.0
A018779,012820,2.0
A018780,012820,4.0
A018782,050104,5.0
A018785,012820,1.0
A018791,052119,3.0
A018795,012820,1.0
A018798,012820,1.0
A018800,012521,1.0
A018803,012820,1.0
A018804,012820,3.0
A018806,012820,1.0
A018817,012820,2.0
A018818,012820,2.0
A018819,012820,2.0
A018820,012820,2.0
A018821,012820,2.0
A018822,012820,2.0
A018823,012820,2.0
A018824,012820,1.0
A018829,012820,1.0
A018851,012820,1.0
A018859,012820,1.0
A018860,012820,2.0
A018864,012820,1.0
A018865,012820,1.0
A018873,070521,1.0
A018886,012820,3.0
A018907,012820,8.0
A018908,012820,3.0
A018912,012820,1.0
A018919,012820,1.0
A018921,010408,1.0
A018923,012820,1.0
A018924,012820,1.0
A018925,012820,2.0
A018928,012820,1.0
A018929,012820,1.0
A018931,012820,8.0
A018938,010104,2.0
A018941,012820,1.0
A018945,051733,5.0
A018948,012820,4.0
A018950,012820,2.0
A018951,012820,3.0
A018953,012820,1.0
A018955,012820,2.0
A018956,012820,1.0
A018959,012820,1.0
A018963,010408,2.0
A018964,012820,2.0
A018965,012820,14.0
A018967,010408,5.0
A018973,010408,7.0
A018975,012820,1.0
A018978,012820,1.0
A018980,012820,8.0
A018982,010104,2.0
A018985,010102,3.0
A018986,012820,1.0
A018987,012820,1.0
A018989,012820,3.0
A018990,012820,1.0
A018996,012820,2.0
A018998,010104,3.0
A019007,012820,4.0
A019008,012820,3.0
A019009,012820,6.0
A019019,012820,9.0
A019020,012820,3.0
A019022,012820,1.0
A019025,012820,1.0
A019028,010408,1.0
A019029,012820,6.0
A019030,012820,4.0
A019033,010408,2.0
A019036,012820,1.0
A019039,012820,1.0
A019043,012820,1.0
A019046,012820,2.0
A019049,012820,1.0
A019055,012820,2.0
A019064,012820,22.0
A019065,012820,4.0
A019070,012820,5.0
A019071,012820,2.0
A019074,012820,8.0
A019076,012820,2.0
A019077,012820,2.0
A019100,012820,3.0
A019103,012820,4.0
A019106,012820,6.0
A019107,010408,3.0
A019108,012820,6.0
A019109,012820,4.0
A019113,012820,2.0
A019115,010408,2.0
A019130,012820,7.0
A019136,012820,3.0
A019140,012820,6.0
A019142,012820,2.0
A019145,051821,3.0
A019146,012820,8.0
A019147,012820,6.0
A019149,012820,5.0
A019150,012820,4.0
A019157,012820,22.0
A019159,012820,1.0
A019161,012820,4.0
A019163,012820,10.0
A019167,051735,2.0
A019168,051926,5.0
A019169,010408,2.0
A019171,012820,1.0
A019172,012820,1.0
A019173,012820,1.0
A019177,012820,1.0
A019182,050823,5.0
A019183,012820,1.0
A019185,012820,1.0
A019190,012820,1.0
A019192,012820,2.0
A019196,012820,1.0
A019197,010408,3.0
A019199,012820,43.0
A019203,012820,2.0
A019209,010408,2.0
A019210,012820,5.0
A019213,012820,1.0
A019217,012820,6.0
A019219,012820,4.0
A019220,010408,3.0
A019222,012820,2.0
A019229,012820,1.0
A019240,012820,2.0
A019243,012820,1.0
A019245,050613,8.0
A019249,070904,22.0
A019255,071213,2.0
A019265,012820,1.0
A019268,070211,5.0
A019268,070309,16.0
A019268,070511,20.0
A019270,012820,3.0
A019271,012820,4.0
A019274,012820,9.0
A019275,010407,7.0
A019282,012517,1.0
A019284,012820,5.0
A019290,012820,9.0
A019293,010104,4.0
A019295,012820,3.0
A019296,012820,6.0
A019297,012820,2.0
A019298,012820,4.0
A019299,012820,3.0
A019300,012820,2.0
A019301,012820,4.0
A019307,012820,1.0
A019309,051926,3.0
A019317,012820,3.0
A019318,070311,8.0
A019324,012820,5.0
A019326,070311,6.0
A019326,070411,9.0
A019326,070709,11.0
A019337,050613,6.0
A019344,012820,7.0
A019346,012820,4.0
A019348,070923,37.0
A019351,012820,8.0
A019358,012820,1.0
A019359,012820,1.0
A019370,010408,1.0
A019371,012820,1.0
A019374,012820,1.0
A019382,012820,17.0
A019383,012820,1.0
A019386,012820,20.0
A019387,012820,3.0
A019390,012820,23.0
A019391,012820,2.0
A019392,010409,5.0
A019397,070207,2.0
A019402,051926,3.0
A019402,051927,2.0
A019402,051929,1.0
A019402,052019,1.0
A019402,052119,1.0
A019402,052121,6.0
A019402,052123,3.0
A019403,012820,2.0
A019411,070601,22.0
A019412,071015,2.0
A019418,050217,2.0
A019421,012820,2.0
A019426,012820,2.0
A019428,012820,4.0
A019429,070313,2.0
A019432,010408,1.0
A019434,012820,1.0
A019436,012820,6.0
A019437,012820,2.0
A019438,012820,12.0
A019441,012820,2.0
A019445,012820,2.0
A019450,051825,3.0
A019451,071213,9.0
A019453,012820,1.0
A019455,070703,11.0
A019464,012820,2.0
A019465,010104,11.0
A019468,051926,2.0
A019469,010408,2.0
A019479,010104,2.0
A019486,071001,9.0
A019490,012820,2.0
A019491,012820,2.0
A019492,012820,3.0
A019497,010408,6.0
A019504,010408,3.0
A019517,012820,1.0
A019527,031005,3.0
A019534,012820,2.0
A019535,012820,1.0
A019536,012820,2.0
A019540,012820,2.0
A019542,012820,10.0
A019544,010408,3.0
A019557,012820,2.0
A019560,012820,4.0
A019563,012820,3.0
A019569,012820,1.0
A019570,010104,6.0
A019572,050721,1.0
A019576,012820,2.0
A019577,012820,2.0
A019588,012820,1.0
A019592,010408,1.0
A019602,051921,6.0
A019603,012820,1.0
A019614,010104,5.0
A019622,012820,3.0
A019627,012820,2.0
A019628,012820,2.0
A019637,012820,1.0
A019638,051933,3.0
A019644,010105,9.0
A019648,012820,1.0
A019649,012820,1.0
A019650,012820,1.0
A019651,012820,2.0
A019652,012820,1.0
A019653,012820,1.0
A019654,012820,1.0
A019658,071213,2.0
A019659,012820,4.0
A019661,012820,5.0
A019662,012820,1.0
A019663,012820,1.0
A019664,012820,1.0
A019667,012820,1.0
A019669,012820,1.0
A019673,012820,1.0
A019675,012820,1.0
A019676,012820,1.0
A019682,012820,1.0
A019684,012820,1.0
A019685,012820,1.0
A019686,012820,1.0
A019687,012820,2.0
A019688,012820,1.0
A019694,012820,1.0
A019695,012821,1.0
A019696,012821,1.0
A019697,012821,2.0
A019703,012821,1.0
A019708,012821,3.0
A019717,012821,1.0
A019718,012821,1.0
A019720,012821,1.0
A019721,012821,1.0
A019723,012821,1.0
A019724,012821,2.0
A019725,012821,1.0
A019726,012821,1.0
A019728,012822,1.0
A019736,012822,1.0
A019740,012820,1.0
A019742,012822,2.0
A019743,012822,2.0
A019744,012822,10.0
A019747,012822,4.0
A019748,012822,3.0
A019751,012822,6.0
A019752,010408,2.0
A019753,012821,3.0
A019754,012821,2.0
A019760,012821,1.0
A019761,012822,2.0
A019763,012822,3.0
A019765,012822,2.0
A019766,012822,3.0
A019770,012822,14.0
A019771,012822,8.0
A019779,012822,2.0
A019780,012822,3.0
A019782,031405,3.0
A019784,012822,1.0
A019788,012822,2.0
A019790,012822,14.0
A019793,012822,4.0
A019797,012822,3.0
A019798,012822,1.0
A019802,012822,5.0
A019807,010104,12.0
A019808,010104,15.0
A019809,012822,12.0
A019816,012822,1.0
A019817,012822,1.0
A019818,012822,1.0
A019820,012822,1.0
A019822,012822,2.0
A019823,010408,1.0
A019825,012822,1.0
A019826,012822,1.0
A019832,012822,1.0
A019838,012822,4.0
A019839,051827,4.0
A019840,012821,1.0
A019842,012822,2.0
A019843,012822,1.0
A019856,012822,10.0
A019858,012822,1.0
A019859,012822,4.0
A019860,012822,6.0
A019861,012822,16.0
A019865,012822,8.0
A019869,012822,1.0
A019870,012822,3.0
A019879,012822,1.0
A019880,012822,1.0
A019893,012822,4.0
A019903,012822,2.0
A019906,012822,1.0
A019907,012822,9.0
A019911,012822,1.0
A019912,012822,2.0
A019914,012822,1.0
A019915,012822,4.0
A019916,012822,5.0
A019920,012822,1.0
A019923,012822,2.0
A019924,012822,3.0
A019925,012822,1.0
A019926,012822,1.0
A019927,012822,1.0
A019928,012822,2.0
A019929,012822,3.0
A019930,012822,2.0
A019931,012822,11.0
A019933,012822,2.0
A019934,012822,1.0
A019935,012822,5.0
A019936,012822,3.0
A019937,012822,14.0
A019941,012822,2.0
A019942,012822,3.0
A019943,012822,3.0
A019946,012822,1.0
A019948,012822,2.0
A019949,012822,2.0
A019951,012822,2.0
A019952,012822,1.0
A019953,010408,3.0
A019957,012822,2.0
A019958,012820,1.0
A019964,010104,13.0
A019965,010407,1.0
A019969,010211,1.0
A019986,012820,1.0
A019989,012821,4.0
A019995,010103,7.0
A020011,012822,3.0
A020012,012822,2.0
A020019,010104,1.0
A020022,010104,14.0
A020025,010104,4.0
A020032,012822,4.0
A020042,012822,1.0
A020044,012820,2.0
A020053,010408,9.0
A020055,012822,7.0
A020059,012820,2.0
A020065,012822,3.0
A020067,012822,3.0
A020068,012822,1.0
A020069,012822,3.0
A020070,050225,1.0
A020077,010408,1.0
A020082,012822,1.0
A020084,010307,2.0
A020085,012822,1.0
A020086,012822,2.0
A020087,012822,2.0
A020088,010408,2.0
A020090,012822,13.0
A020091,012822,2.0
A020093,012822,14.0
A020097,012822,2.0
A020098,012822,6.0
A020100,012822,3.0
A020105,010408,1.0
A020112,012822,2.0
A020125,012822,4.0
A020126,012822,1.0
A020128,012822,3.0
A020129,012822,2.0
A020131,012822,1.0
A020134,012822,1.0
A020138,012822,1.0
A020143,052124,4.0
A020145,012822,1.0
A020148,012822,4.0
A020152,012822,1.0
A020155,012822,4.0
A020158,012822,2.0
A020164,012822,4.0
A020215,010408,2.0
A020216,012822,4.0
A020219,012822,2.0
A020223,012822,2.0
A020228,010104,1.0
A020230,012822,1.0
A020232,012822,7.0
A020267,010408,7.0
A020272,010104,9.0
A020278,010408,3.0
A020281,010104,5.0
A020287,012822,2.0
A020291,012822,4.0
A020295,010104,3.0
A020306,012822,1.0
A020314,012822,4.0
A020318,012822,2.0
A020335,010408,1.0
A020339,012822,4.0
A020344,010408,1.0
A020349,010408,3.0
A020352,012822,3.0
A020364,051621,1.0
A020367,051935,2.0
A020370,071123,4.0
A020372,012822,2.0
A020374,050828,3.0
A020379,012822,2.0
A020382,012822,4.0
A020387,012822,12.0
A020388,012822,1.0
A020391,012822,1.0
A020393,012822,1.0
A020394,010408,1.0
A020395,070725,1.0
A020403,010408,2.0
A020404,012822,1.0
A020405,012822,2.0
A020408,012822,2.0
A020409,012822,3.0
A020412,012822,1.0
A020421,012820,2.0
A020424,012822,2.0
A020428,050211,1.0
A020429,050211,2.0
A020433,012822,1.0
A020434,012822,5.0
A020441,010408,1.0
A020446,012822,20.0
A020450,010408,5.0
A020451,010408,2.0
A020459,010408,2.0
A020462,050213,1.0
A020464,012822,1.0
A020467,010408,1.0
A020469,012822,1.0
A020473,012822,2.0
A020474,012822,1.0
A020479,012822,3.0
A020499,012822,1.0
A020502,012822,1.0
A020508,012822,2.0
A020510,012822,1.0
A020515,071213,1.0
A020517,010410,4.0
A020519,071213,5.0
A020522,012822,6.0
A020527,010408,5.0
A020545,010408,3.0
A020555,012822,3.0
A020556,012822,2.0
A020557,012822,2.0
A020558,012822,2.0
A020560,012822,2.0
A020566,012822,3.0
A020573,010104,5.0
A020586,012822,2.0
A020587,012822,2.0
A020588,012822,4.0
A020589,012822,2.0
A020593,012822,8.0
A020595,010407,3.0
A020598,012821,10.0
A020604,010408,1.0
A020607,010104,2.0
A020625,012822,2.0
A020627,012822,5.0
A020630,012822,1.0
A020635,012822,1.0
A020638,012822,2.0
A020639,012822,1.0
A020640,012822,1.0
A020643,012822,7.0
A020646,012822,4.0
A020647,012822,8.0
A020648,012822,6.0
A020653,012822,4.0
A020655,012822,1.0
A020664,012822,1.0
A020669,012822,1.0
A020670,012822,4.0
A020671,012822,2.0
A020691,012822,2.0
A020692,012822,60.0
A020699,012822,2.0
A020701,012822,6.0
A020706,012822,3.0
A020711,010408,3.0
A020712,010408,1.0
A020713,012822,1.0
A020715,012822,3.0
A020718,012822,2.0
A020719,012822,3.0
A020722,012822,55.0
A020724,012822,21.0
A020729,012822,2.0
A020733,012822,3.0
A020734,012822,3.0
A020735,012822,1.0
A020740,010104,1.0
A020741,012822,1.0
A020743,012822,4.0
A020745,012822,1.0
A020747,010104,1.0
A020748,012822,1.0
A020749,012822,4.0
A020752,012822,1.0
A020754,012822,8.0
A020760,012822,10.0
A020763,010408,5.0
A020765,012822,10.0
A020767,012822,28.0
A020771,010408,2.0
A020775,010408,3.0
A020778,010408,3.0
A020781,012822,4.0
A020783,012822,6.0
A020786,012822,1.0
A020789,012822,2.0
A020792,012822,3.0
A020795,012822,3.0
A020815,012822,2.0
A020816,012822,2.0
A020817,012822,1.0
A020818,010408,3.0
A020821,012822,4.0
A020822,012822,1.0
A020832,012822,2.0
A020834,012822,2.0
A020835,012822,4.0
A020840,012822,2.0
A020841,012822,5.0
A020850,010308,9.0
A020889,012822,1.0
A020893,050621,15.0
A020896,010104,2.0
A020903,012822,5.0
A020904,012822,2.0
A020906,012822,6.0
A020915,010408,2.0
A020917,012822,5.0
A020921,012822,7.0
A020924,012822,1.0
A020929,012822,3.0
A020930,012822,6.0
A020931,012822,1.0
A020932,012822,3.0
A020934,012822,1.0
A020936,012822,1.0
A020939,012822,2.0
A020940,012822,1.0
A020941,010408,1.0
A020943,012822,20.0
A020961,012822,4.0
A020962,010408,2.0
A020965,012822,15.0
A020966,012822,4.0
A020969,012822,8.0
A020972,012822,3.0
A020975,012822,1.0
A020979,012822,2.0
A020993,012822,1.0
A020996,012822,2.0
A021007,010408,1.0
A021010,010408,1.0
A021036,012822,3.0
A021037,012822,1.0
A021039,012822,2.0
A021042,012822,2.0
A021043,012822,12.0
A021044,012822,1.0
A021046,012822,5.0
A021047,012822,8.0
A021048,012822,2.0
A021050,012822,1.0
A021051,012822,14.0
A021054,012822,2.0
A021057,012822,9.0
A021058,012822,7.0
A021059,012822,18.0
A021062,012822,2.0
A021065,012822,2.0
A021066,012822,1.0
A021069,012822,3.0
A021079,012822,4.0
A021080,012822,19.0
A021082,012822,2.0
A021086,012822,3.0
A021087,012822,22.0
A021089,012822,4.0
A021097,051919,2.0
A021103,050413,4.0
A021104,071213,3.0
A021106,012822,1.0
A021111,012822,5.0
A021112,051826,1.0
A021118,051923,3.0
A021119,070409,2.0
A021121,052019,6.0
A021129,012822,1.0
A021134,012822,1.0
A021139,012822,5.0
A021140,051924,1.0
A021144,012822,136.0
A021144,012823,44.0
A021144,012824,26.0
A021144,012916,23.0
A021144,012917,23.0
A021144,012918,23.0
A021144,012919,23.0
A021144,012920,23.0
A021144,012921,23.0
A021144,012922,23.0
A021144,012923,23.0
A021144,012924,23.0
A021144,013017,44.0
A021144,013019,44.0
A021144,031824,131.0
A021149,013021,1.0
A021156,012822,1.0
A021180,012822,4.0
A021190,012822,5.0
A021191,012822,26.0
A021192,012822,26.0
A021195,071215,8.0
A021197,051324,5.0
A021203,071313,9.0
A021206,051927,2.0
A021207,013021,2.0
A021208,051426,1.0
A021218,012822,5.0
