location,location_id
021524,1081
021525,1082
021526,1083
021527,1084
021601,1085
021602,1086
021603,1087
021604,1088
021605,1089
021606,1090
021607,1091
021608,1092
021609,1093
021610,1094
021611,1095
021612,1096
021613,1097
021614,1098
021615,1099
021616,1100
021617,1101
021618,1102
021619,1103
021620,1104
021621,1105
021622,1106
021623,1107
021624,1108
021625,1109
021626,1110
021627,1111
021628,1112
021629,1113
021630,1114
021701,1115
021702,1116
021703,1117
021704,1118
021705,1119
021706,1120
021707,1121
021708,1122
021709,1123
021710,1124
021711,1125
021712,1126
021713,1127
021715,1128
021716,1129
021717,1130
021718,1131
021719,1132
021720,1133
021721,1134
021722,1135
021723,1136
021724,1137
021725,1138
021726,1139
021727,1140
021801,1141
021802,1142
021803,1143
021804,1144
021805,1145
021806,1146
021807,1147
021808,1148
021809,1149
021810,1150
021811,1151
021812,1152
021813,1153
021814,1154
021815,1155
021816,1156
021817,1157
021818,1158
021819,1159
021820,1160
021821,1161
021822,1162
021823,1163
021824,1164
021825,1165
021826,1166
021827,1167
021828,1168
021829,1169
021830,1170
021901,1171
021902,1172
021903,1173
021904,1174
021905,1175
021906,1176
021907,1177
021908,1178
021909,1179
021910,1180
021911,1181
021912,1182
021913,1183
021915,1184
021916,1185
021917,1186
021918,1187
021919,1188
021920,1189
021921,1190
021922,1191
021923,1192
021924,1193
021925,1194
021926,1195
021927,1196
022001,1197
022002,1198
022003,1199
022004,1200
022005,1201
022006,1202
022007,1203
022008,1204
022009,1205
022010,1206
022011,1207
022012,1208
022013,1209
022014,1210
022015,1211
022016,1212
022017,1213
022018,1214
022019,1215
022020,1216
022021,1217
022022,1218
022023,1219
022024,1220
022025,1221
022026,1222
022027,1223
022028,1224
022029,1225
022030,1226
022101,1227
022102,1228
022103,1229
022104,1230
022105,1231
022106,1232
022107,1233
022108,1234
022109,1235
022110,1236
022111,1237
022112,1238
022113,1239
022115,1240
022116,1241
022117,1242
022118,1243
022119,1244
022120,1245
022121,1246
022122,1247
022123,1248
022124,1249
022125,1250
022126,1251
022127,1252
022201,1253
022202,1254
022203,1255
022204,1256
022205,1257
022206,1258
022207,1259
022208,1260
022209,1261
022210,1262
022211,1263
022212,1264
022213,1265
022214,1266
022215,1267
022216,1268
022217,1269
022218,1270
022219,1271
022220,1272
022221,1273
022222,1274
022223,1275
022224,1276
022225,1277
022226,1278
022227,1279
022228,1280
022229,1281
022230,1282
022301,1283
022302,1284
022303,1285
022304,1286
022305,1287
022306,1288
022307,1289
022308,1290
022309,1291
022310,1292
022311,1293
022312,1294
022313,1295
022315,1296
022316,1297
022317,1298
022318,1299
022319,1300
022320,1301
022321,1302
022322,1303
022323,1304
022324,1305
022325,1306
022326,1307
022327,1308
022401,1309
022402,1310
022403,1311
022404,1312
022405,1313
022406,1314
022407,1315
022408,1316
022409,1317
022410,1318
022411,1319
022412,1320
022413,1321
022414,1322
022415,1323
022416,1324
022417,1325
022418,1326
022419,1327
022420,1328
022421,1329
022422,1330
022423,1331
022424,1332
022425,1333
022426,1334
022427,1335
022428,1336
022429,1337
022430,1338
022501,1339
022502,1340
022503,1341
022504,1342
022505,1343
022506,1344
022507,1345
022508,1346
022509,1347
022510,1348
022511,1349
022512,1350
022513,1351
022515,1352
022516,1353
022517,1354
022518,1355
022519,1356
022520,1357
022521,1358
022522,1359
022523,1360
022524,1361
022525,1362
022526,1363
022527,1364
022601,1365
022602,1366
022603,1367
022604,1368
022605,1369
022606,1370
022607,1371
022608,1372
022609,1373
022610,1374
022611,1375
022612,1376
022613,1377
022614,1378
022615,1379
022616,1380
022617,1381
022618,1382
022619,1383
022620,1384
022621,1385
022622,1386
022623,1387
022624,1388
022625,1389
022626,1390
022627,1391
022628,1392
022629,1393
022630,1394
022701,1395
022702,1396
022703,1397
022704,1398
022705,1399
022706,1400
022707,1401
022708,1402
022709,1403
022710,1404
022711,1405
022712,1406
022713,1407
022715,1408
022716,1409
022717,1410
022718,1411
022719,1412
022720,1413
022721,1414
022722,1415
022723,1416
022724,1417
022725,1418
022726,1419
022727,1420
022801,1421
022802,1422
022803,1423
022804,1424
022805,1425
022806,1426
022807,1427
022808,1428
022809,1429
022810,1430
022811,1431
022812,1432
022813,1433
022814,1434
022815,1435
022816,1436
022817,1437
022818,1438
022819,1439
022820,1440
022821,1441
022822,1442
022823,1443
022824,1444
022825,1445
022826,1446
022827,1447
022828,1448
022829,1449
022830,1450
022901,1451
022903,1452
022904,1453
022905,1454
022906,1455
022908,1456
022909,1457
022910,1458
022911,1459
022912,1460
022913,1461
022915,1462
022916,1463
022917,1464
022918,1465
022919,1466
022920,1467
022921,1468
022922,1469
022923,1470
022924,1471
022925,1472
022926,1473
022927,1474
023001,1475
023003,1476
023004,1477
023005,1478
023006,1479
023007,1480
023009,1481
023010,1482
023011,1483
023012,1484
023013,1485
023014,1486
023015,1487
023016,1488
023017,1489
023018,1490
023019,1491
023020,1492
023021,1493
023022,1494
023023,1495
023024,1496
023025,1497
023026,1498
023027,1499
023028,1500
023029,1501
023030,1502
030101,1503
030103,1504
030104,1505
030105,1506
030106,1507
030107,1508
030109,1509
030111,1510
030112,1511
030113,1512
030114,1513
030115,1514
030117,1515
030118,1516
030119,1517
030120,1518
030121,1519
030123,1520
030124,1521
030125,1522
030126,1523
030127,1524
030129,1525
030131,1526
030133,1527
030135,1528
030201,1529
030203,1530
030205,1531
030207,1532
030209,1533
030211,1534
030213,1535
030215,1536
030217,1537
030219,1538
030221,1539
030223,1540
030225,1541
030227,1542
030301,1543
030303,1544
030304,1545
030305,1546
030306,1547
030307,1548
030309,1549
030311,1550
030312,1551
030313,1552
030314,1553
030315,1554
030317,1555
030318,1556
030319,1557
030320,1558
030321,1559
030323,1560
030324,1561
030325,1562
030327,1563
030329,1564
030330,1565
030331,1566
030333,1567
030335,1568
030401,1569
030403,1570
030405,1571
030407,1572
030409,1573
030411,1574
030413,1575
030415,1576
030417,1577
030419,1578
030421,1579
030423,1580
030425,1581
030427,1582
030501,1583
030503,1584
030504,1585
030505,1586
030506,1587
030507,1588
030509,1589
030511,1590
030512,1591
030513,1592
030514,1593
030515,1594
030517,1595
030518,1596
030519,1597
030520,1598
030521,1599
030522,1600
030523,1601
030524,1602
030525,1603
030527,1604
030529,1605
030531,1606
030533,1607
030535,1608
030601,1609
030603,1610
030605,1611
030607,1612
030609,1613
030611,1614
030613,1615
030615,1616
030617,1617
030619,1618
030621,1619
030623,1620
030625,1621
030627,1622
030701,1623
030703,1624
030704,1625
030705,1626
030706,1627
030707,1628
030709,1629
030711,1630
030712,1631
030713,1632
030714,1633
030715,1634
030717,1635
030718,1636
030719,1637
030720,1638
030721,1639
030722,1640
030723,1641
030724,1642
030725,1643
030726,1644
030727,1645
030728,1646
030729,1647
030731,1648
030733,1649
030735,1650
030801,1651
030803,1652
030805,1653
030807,1654
030809,1655
030811,1656
030813,1657
030815,1658
030817,1659
030819,1660
030821,1661
030823,1662
030825,1663
030827,1664
030901,1665
030903,1666
030904,1667
030905,1668
030906,1669
030907,1670
030909,1671
030911,1672
030912,1673
030913,1674
030914,1675
030915,1676
030917,1677
030918,1678
030919,1679
030920,1680
030921,1681
030922,1682
030923,1683
030924,1684
030925,1685
030926,1686
030927,1687
030928,1688
030929,1689
030931,1690
030933,1691
030935,1692
031001,1693
031003,1694
031005,1695
031007,1696
031009,1697
031011,1698
031013,1699
031015,1700
031017,1701
031019,1702
031021,1703
031023,1704
031025,1705
031027,1706
031101,1707
031103,1708
031104,1709
031105,1710
031106,1711
031107,1712
031109,1713
031111,1714
031112,1715
031113,1716
031114,1717
031115,1718
031117,1719
031118,1720
031119,1721
031120,1722
031121,1723
031122,1724
031123,1725
031124,1726
031125,1727
031126,1728
031127,1729
031128,1730
031129,1731
031131,1732
031133,1733
031135,1734
031201,1735
031203,1736
031205,1737
031207,1738
031209,1739
031211,1740
031213,1741
031215,1742
031217,1743
031219,1744
031221,1745
031223,1746
031225,1747
031227,1748
031301,1749
031303,1750
031305,1751
031307,1752
031309,1753
031311,1754
031312,1755
031313,1756
031314,1757
031315,1758
031317,1759
031318,1760
031319,1761
031320,1762
031321,1763
031322,1764
031323,1765
031324,1766
031325,1767
031326,1768
031327,1769
031328,1770
031329,1771
031331,1772
031333,1773
031335,1774
031401,1775
031403,1776
031405,1777
031407,1778
031409,1779
031411,1780
031413,1781
031415,1782
031417,1783
031419,1784
031421,1785
031423,1786
031425,1787
031427,1788
031501,1789
031503,1790
031504,1791
031505,1792
031506,1793
031507,1794
031509,1795
031511,1796
031512,1797
031513,1798
031514,1799
031515,1800
031517,1801
031518,1802
031519,1803
031520,1804
031521,1805
031522,1806
031523,1807
031524,1808
031525,1809
031527,1810
031529,1811
031531,1812
031533,1813
031535,1814
031601,1815
031603,1816
031605,1817
031607,1818
031609,1819
031611,1820
031613,1821
031615,1822
031617,1823
031619,1824
031621,1825
031623,1826
031625,1827
031627,1828
031701,1829
031703,1830
031704,1831
031705,1832
031706,1833
031707,1834
031709,1835
031711,1836
031712,1837
031713,1838
031714,1839
031715,1840
031717,1841
031718,1842
031719,1843
031720,1844
031721,1845
031722,1846
031723,1847
031725,1848
031727,1849
031729,1850
031731,1851
031733,1852
031735,1853
031801,1854
031803,1855
031805,1856
031807,1857
031809,1858
031811,1859
031813,1860
031815,1861
031817,1862
031819,1863
031821,1864
031823,1865
031824,1866
031825,1867
031827,1868
031901,1869
031903,1870
031904,1871
031905,1872
031906,1873
031907,1874
031909,1875
031911,1876
031912,1877
031913,1878
031914,1879
031915,1880
031917,1881
031918,1882
031919,1883
031920,1884
031921,1885
031922,1886
031923,1887
031924,1888
031925,1889
031927,1890
031928,1891
031929,1892
031931,1893
031933,1894
031935,1895
032001,1896
032003,1897
032005,1898
032007,1899
032009,1900
032011,1901
032013,1902
032015,1903
032017,1904
032019,1905
032021,1906
032023,1907
032025,1908
032026,1909
032027,1910
032101,1911
032103,1912
032104,1913
032105,1914
032106,1915
032107,1916
032109,1917
032111,1918
032112,1919
032113,1920
032114,1921
032115,1922
032117,1923
032118,1924
032119,1925
032120,1926
032121,1927
032123,1928
032125,1929
032127,1930
032129,1931
032131,1932
032133,1933
032135,1934
032201,1935
032203,1936
032205,1937
032207,1938
032209,1939
032211,1940
032213,1941
032215,1942
032217,1943
032219,1944
032221,1945
032223,1946
032225,1947
032227,1948
032301,1949
032303,1950
032304,1951
032305,1952
032306,1953
032307,1954
032309,1955
032311,1956
032312,1957
032313,1958
032314,1959
032315,1960
032317,1961
032318,1962
032319,1963
032320,1964
032321,1965
032322,1966
032323,1967
032325,1968
032326,1969
032327,1970
032328,1971
032329,1972
032330,1973
032331,1974
032333,1975
032335,1976
032401,1977
032403,1978
032405,1979
032407,1980
032409,1981
032411,1982
032413,1983
032415,1984
032417,1985
032419,1986
032421,1987
032423,1988
032425,1989
032427,1990
032501,1991
032503,1992
032504,1993
032505,1994
032506,1995
032507,1996
032509,1997
032511,1998
032512,1999
032513,2000
032514,2001
032515,2002
032517,2003
032518,2004
032519,2005
032520,2006
032521,2007
032522,2008
032523,2009
032524,2010
032525,2011
032526,2012
032527,2013
032529,2014
032530,2015
032531,2016
032533,2017
032535,2018
032601,2019
032603,2020
032605,2021
032607,2022
032609,2023
032611,2024
032613,2025
032615,2026
032617,2027
032619,2028
032621,2029
032623,2030
032624,2031
032625,2032
032626,2033
032627,2034
032701,2035
032703,2036
032704,2037
032705,2038
032706,2039
032707,2040
032709,2041
032711,2042
032712,2043
032713,2044
032714,2045
032715,2046
032717,2047
032719,2048
032720,2049
032721,2050
032722,2051
032723,2052
032725,2053
032727,2054
032729,2055
032730,2056
032731,2057
032733,2058
032735,2059
032801,2060
032803,2061
032805,2062
032807,2063
032809,2064
032811,2065
032813,2066
032815,2067
032817,2068
032819,2069
032821,2070
032823,2071
032825,2072
032826,2073
032827,2074
032901,2075
032903,2076
032905,2077
032907,2078
032909,2079
032911,2080
032913,2081
032915,2082
032917,2083
032919,2084
032921,2085
032923,2086
032925,2087
032927,2088
032929,2089
032930,2090
032931,2091
032933,2092
032935,2093
033001,2094
033003,2095
033005,2096
033007,2097
033009,2098
033011,2099
033013,2100
033015,2101
033017,2102
033019,2103
033021,2104
033023,2105
033025,2106
033026,2107
033027,2108
040101,2109
040103,2110
040104,2111
040105,2112
040106,2113
040107,2114
040109,2115
040111,2116
040112,2117
040113,2118
040114,2119
040115,2120
040117,2121
040118,2122
040119,2123
040120,2124
040121,2125
040123,2126
040124,2127
040125,2128
040126,2129
040127,2130
040130,2131
040131,2132
040201,2133
040203,2134
040204,2135
040205,2136
040206,2137
040207,2138
040209,2139
040211,2140
040212,2141
040213,2142
040214,2143
040215,2144
040217,2145
040219,2146
040220,2147
040221,2148
040223,2149
040224,2150
040225,2151
040226,2152
040227,2153
040301,2154
040303,2155
040304,2156
040305,2157
040306,2158
040307,2159
040309,2160
040311,2161
040312,2162
040313,2163
040314,2164
040315,2165
040317,2166
040318,2167
040319,2168
040321,2169
040323,2170
040324,2171
040325,2172
040326,2173
040327,2174
040330,2175
040331,2176
040401,2177
040403,2178
040404,2179
040405,2180
040406,2181
040407,2182
040409,2183
040411,2184
040412,2185
040413,2186
040414,2187
040415,2188
040417,2189
040418,2190
040419,2191
040420,2192
040421,2193
040422,2194
040423,2195
040424,2196
040425,2197
040426,2198
040427,2199
040428,2200
040429,2201
040431,2202
040501,2203
040503,2204
040504,2205
040505,2206
040506,2207
040507,2208
040509,2209
040511,2210
040512,2211
040513,2212
040514,2213
040515,2214
040517,2215
040519,2216
040521,2217
040523,2218
040524,2219
040525,2220
040526,2221
040527,2222
040601,2223
040603,2224
040604,2225
040605,2226
040606,2227
040607,2228
040609,2229
040611,2230
040612,2231
040613,2232
040614,2233
040615,2234
040617,2235
040618,2236
040619,2237
040621,2238
040623,2239
040624,2240
040625,2241
040626,2242
040627,2243
040628,2244
040701,2245
040703,2246
040704,2247
040705,2248
040706,2249
040707,2250
040709,2251
040711,2252
040712,2253
040713,2254
040715,2255
040717,2256
040719,2257
040721,2258
040723,2259
040724,2260
040725,2261
040726,2262
040727,2263
040730,2264
040801,2265
040803,2266
040804,2267
040805,2268
040806,2269
040807,2270
040809,2271
040811,2272
040812,2273
040813,2274
040814,2275
040815,2276
040817,2277
040818,2278
040819,2279
040821,2280
040823,2281
040824,2282
040825,2283
040826,2284
040827,2285
040829,2286
040830,2287
040831,2288
040901,2289
040903,2290
040904,2291
040905,2292
040906,2293
040907,2294
040909,2295
040911,2296
040912,2297
040913,2298
040914,2299
040915,2300
040917,2301
040918,2302
040919,2303
040920,2304
040921,2305
040922,2306
040923,2307
040924,2308
040925,2309
040926,2310
040927,2311
041001,2312
041003,2313
041004,2314
041005,2315
041007,2316
041009,2317
041011,2318
041012,2319
041013,2320
041014,2321
041015,2322
041017,2323
041019,2324
041021,2325
041022,2326
041023,2327
041024,2328
041025,2329
041026,2330
041027,2331
041028,2332
041029,2333
041101,2334
041103,2335
041104,2336
041105,2337
041106,2338
041107,2339
041109,2340
041111,2341
041112,2342
041113,2343
041114,2344
041115,2345
041117,2346
041118,2347
041119,2348
041120,2349
041121,2350
041123,2351
041124,2352
041125,2353
041126,2354
041127,2355
041201,2356
041203,2357
041204,2358
041205,2359
041206,2360
041207,2361
041209,2362
041211,2363
041212,2364
041213,2365
041215,2366
041217,2367
041218,2368
041219,2369
041220,2370
041221,2371
041222,2372
041223,2373
041224,2374
041225,2375
041226,2376
041227,2377
041228,2378
041230,2379
041301,2380
041303,2381
041305,2382
041306,2383
041307,2384
041308,2385
041309,2386
041310,2387
041311,2388
041312,2389
041313,2390
041314,2391
041315,2392
041317,2393
041319,2394
041320,2395
041321,2396
041323,2397
041324,2398
041325,2399
041326,2400
041327,2401
041401,2402
041403,2403
041404,2404
041405,2405
041406,2406
041407,2407
041409,2408
041411,2409
041413,2410
041414,2411
041415,2412
041417,2413
041419,2414
041420,2415
041421,2416
041422,2417
041423,2418
041424,2419
041425,2420
041426,2421
041427,2422
041428,2423
041430,2424
041501,2425
041502,2426
041503,2427
041504,2428
041505,2429
041506,2430
041507,2431
041508,2432
041509,2433
041510,2434
041511,2435
041512,2436
041513,2437
041514,2438
041515,2439
041517,2440
041518,2441
041519,2442
041520,2443
041521,2444
041523,2445
041524,2446
041525,2447
041526,2448
041527,2449
041601,2450
041603,2451
041604,2452
041605,2453
041606,2454
041607,2455
041609,2456
041611,2457
041612,2458
041613,2459
041614,2460
041615,2461
041617,2462
041618,2463
041619,2464
041621,2465
041622,2466
041623,2467
041624,2468
041625,2469
041626,2470
041627,2471
041628,2472
041629,2473
041701,2474
041702,2475
041703,2476
041704,2477
041705,2478
041706,2479
041707,2480
041708,2481
041709,2482
041710,2483
041711,2484
041712,2485
041713,2486
041714,2487
041715,2488
041717,2489
041718,2490
041719,2491
041720,2492
041721,2493
041722,2494
041723,2495
