"location","aisle","bay","loclevel","x_length","y_width","z_height","heightfromfloor","attractiveness","distance_from_io_to_aisle","fetch_tool","putaway_zone","fetch_zone","volume","available_volume"
"012318","01",23,18,24.862499999999997,-24.798750000000002,6.399999999999998,6.399999999999998,0.00015540501558032417,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012319","01",23,19,24.862499999999997,-24.798750000000002,6.749999999999997,6.749999999999997,0.00014738830683813582,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012320","01",23,20,24.862499999999997,-24.798750000000002,7.099999999999997,7.099999999999997,0.0001401581228902918,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012321","01",23,21,24.862499999999997,-24.798750000000002,7.449999999999997,7.449999999999997,0.0001336041266306593,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012322","01",23,22,24.862499999999997,-24.798750000000002,7.799999999999996,7.799999999999996,0.00012763569708794376,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012323","01",23,23,24.862499999999997,-24.798750000000002,8.149999999999995,8.149999999999995,0.00012217771389919644,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012324","01",23,24,24.862499999999997,-24.798750000000002,8.499999999999995,8.499999999999995,0.00011716737901992131,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012325","01",23,25,24.862499999999997,-24.798750000000002,8.849999999999994,8.849999999999994,0.00011255178965083487,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012326","01",23,26,24.862499999999997,-24.798750000000002,9.199999999999994,9.199999999999994,0.00010828606308285826,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012327","01",23,27,24.862499999999997,-24.798750000000002,9.549999999999994,9.549999999999994,0.00010433187238281876,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012328","01",23,28,24.862499999999997,-24.798750000000002,9.899999999999993,9.899999999999993,0.00010065629160328997,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012329","01",23,29,24.862499999999997,-24.798750000000002,10.249999999999993,10.249999999999993,9.723087678307762e-05,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012330","01",23,30,24.862499999999997,-24.798750000000002,10.599999999999993,10.599999999999993,9.403092841789796e-05,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012401","01",24,1,29.325000000000006,-24.798750000000002,0.0,0.25,0.015594845903428916,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"012402","01",24,2,30.894230769230774,-24.798750000000002,0.0,0.55,0.015222326469137465,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5627163461538461,0.5627163461538461
"012403","01",24,3,29.325000000000006,-24.798750000000002,0.0,0.8499999999999999,0.015594845903428916,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"012404","01",24,4,30.894230769230774,-24.798750000000002,0.0,1.15,0.015222326469137465,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5627163461538461,0.5627163461538461
"012405","01",24,5,29.325000000000006,-24.798750000000002,0.0,1.45,0.015594845903428916,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"012406","01",24,6,33.46875,-24.798750000000002,0.0,1.75,0.014648258688248435,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.6096093749999999,0.6096093749999999
"012407","01",24,7,29.325000000000006,-24.798750000000002,2.6,2.6,0.0003795356286699316,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.38178125,1.38178125
"012409","01",24,9,29.325000000000006,-24.798750000000002,3.45,3.45,0.00028696061716619933,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.38178125,1.38178125
"012411","01",24,11,29.325000000000006,-24.798750000000002,4.3,4.3,0.00023069121721048757,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.38178125,1.38178125
"012413","01",24,13,29.325000000000006,-24.798750000000002,4.95,4.95,0.00020060990426143082,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.0566562499999999,1.0566562499999999
"012415","01",24,15,29.325000000000006,-24.798750000000002,5.6000000000000005,5.6000000000000005,0.00017746862742879679,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.0566562499999999,1.0566562499999999
"012417","01",24,17,29.325000000000006,-24.798750000000002,6.250000000000001,6.250000000000001,0.0001591140845997654,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",1.0566562499999999,1.0566562499999999
"012419","01",24,19,29.325000000000006,-24.798750000000002,6.900000000000001,6.900000000000001,0.00014420029132063852,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",1.0566562499999999,1.0566562499999999
"012421","01",24,21,29.325000000000006,-24.798750000000002,7.550000000000002,7.550000000000002,0.0001318426543617917,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",1.0566562499999999,1.0566562499999999
"012423","01",24,23,29.325000000000006,-24.798750000000002,8.200000000000003,8.200000000000003,0.00012143587601336336,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",1.0566562499999999,1.0566562499999999
"012424","01",24,24,29.325000000000006,-24.798750000000002,8.65,8.65,0.00011514371590936405,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"012425","01",24,25,29.325000000000006,-24.798750000000002,9.1,9.1,0.00010947148671447196,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"012426","01",24,26,29.325000000000006,-24.798750000000002,9.549999999999999,9.549999999999999,0.0001043318723828187,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"012427","01",24,27,29.325000000000006,-24.798750000000002,9.999999999999998,9.999999999999998,9.965321925364973e-05,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"012501","01",25,1,31.875000000000007,-24.798750000000002,0.0,0.25,0.014998406419317944,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.39015,0.39015
"012502","01",25,2,34.15178571428571,-24.798750000000002,0.0,0.55,0.014503150550472261,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.4180178571428571,0.4180178571428571
"012503","01",25,3,31.875000000000007,-24.798750000000002,0.0,0.8499999999999999,0.014998406419317944,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.325125,0.325125
"012504","01",25,4,31.875000000000007,-24.798750000000002,0.0,1.15,0.014998406419317944,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.325125,0.325125
"012505","01",25,5,31.419642857142858,-24.798750000000002,0.0,1.45,0.0151015444025856,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.3483482142857143,0.3483482142857143
"012506","01",25,6,31.419642857142858,-24.798750000000002,0.0,1.75,0.0151015444025856,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.3483482142857143,0.3483482142857143
"012507","01",25,7,31.875000000000007,-24.798750000000002,2.075,2.075,0.00047397885698813693,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.4226625,0.4226625
"012508","01",25,8,33.46875,-24.798750000000002,2.4000000000000004,2.4000000000000004,0.00041071156291664756,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.528328125,0.528328125
"012509","01",25,9,31.875000000000007,-24.798750000000002,3.0500000000000003,3.0500000000000003,0.000324170255839218,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.845325,0.845325
"012510","01",25,10,31.875000000000007,-24.798750000000002,3.5000000000000004,3.5000000000000004,0.00028290153718086496,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.4876875,0.4876875
"012511","01",25,11,31.875000000000007,-24.798750000000002,3.95,3.95,0.00025095370249250356,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.4876875,0.4876875
"012512","01",25,12,31.875000000000007,-24.798750000000002,4.3,4.3,0.00023069121721048757,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.3793125,0.3793125
"012513","01",25,13,30.28125,-24.798750000000002,4.6499999999999995,4.6499999999999995,0.00021345634110750227,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.474140625,0.474140625
"012514","01",25,14,28.687499999999996,-24.798750000000002,4.999999999999999,4.999999999999999,0.00019861767066657832,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.56896875,0.56896875
"012515","01",25,15,28.687499999999996,-24.798750000000002,5.349999999999999,5.349999999999999,0.00018570796169494733,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.56896875,0.56896875
"012516","01",25,16,28.687499999999996,-24.798750000000002,5.699999999999998,5.699999999999998,0.00017437403535738727,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012517","01",25,17,28.687499999999996,-24.798750000000002,6.049999999999998,6.049999999999998,0.0001643439727566997,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012518","01",25,18,28.687499999999996,-24.798750000000002,6.399999999999998,6.399999999999998,0.00015540501558032417,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012519","01",25,19,28.687499999999996,-24.798750000000002,6.749999999999997,6.749999999999997,0.00014738830683813582,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012520","01",25,20,28.687499999999996,-24.798750000000002,7.099999999999997,7.099999999999997,0.0001401581228902918,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012521","01",25,21,28.687499999999996,-24.798750000000002,7.449999999999997,7.449999999999997,0.0001336041266306593,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012522","01",25,22,28.687499999999996,-24.798750000000002,7.799999999999996,7.799999999999996,0.00012763569708794376,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012523","01",25,23,28.687499999999996,-24.798750000000002,8.149999999999995,8.149999999999995,0.00012217771389919644,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012524","01",25,24,28.687499999999996,-24.798750000000002,8.499999999999995,8.499999999999995,0.00011716737901992131,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012525","01",25,25,28.687499999999996,-24.798750000000002,8.849999999999994,8.849999999999994,0.00011255178965083487,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012526","01",25,26,28.687499999999996,-24.798750000000002,9.199999999999994,9.199999999999994,0.00010828606308285826,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012527","01",25,27,28.687499999999996,-24.798750000000002,9.549999999999994,9.549999999999994,0.00010433187238281876,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012528","01",25,28,28.687499999999996,-24.798750000000002,9.899999999999993,9.899999999999993,0.00010065629160328997,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012529","01",25,29,28.687499999999996,-24.798750000000002,10.249999999999993,10.249999999999993,9.723087678307762e-05,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012530","01",25,30,28.687499999999996,-24.798750000000002,10.599999999999993,10.599999999999993,9.403092841789796e-05,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012601","01",26,1,31.875000000000007,-24.798750000000002,0.0,0.25,0.014998406419317944,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"012602","01",26,2,33.83653846153847,-24.798750000000002,0.0,0.55,0.014569764656272632,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5627163461538461,0.5627163461538461
"012603","01",26,3,31.875000000000007,-24.798750000000002,0.0,0.8499999999999999,0.014998406419317944,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"012604","01",26,4,33.83653846153847,-24.798750000000002,0.0,1.15,0.014569764656272632,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5627163461538461,0.5627163461538461
"012605","01",26,5,31.875000000000007,-24.798750000000002,0.0,1.45,0.014998406419317944,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"012606","01",26,6,36.65625,-24.798750000000002,0.0,1.75,0.013994821915891121,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.6096093749999999,0.6096093749999999
"012607","01",26,7,31.875000000000007,-24.798750000000002,2.6,2.6,0.0003795356286699316,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.38178125,1.38178125
"012609","01",26,9,31.875000000000007,-24.798750000000002,3.025,3.025,0.00032681887983645986,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"012610","01",26,10,33.03409090909091,-24.798750000000002,3.4499999999999997,3.4499999999999997,0.0002869606171661994,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.9421235795454543,0.9421235795454543
"012611","01",26,11,31.875000000000007,-24.798750000000002,3.8749999999999996,3.8749999999999996,0.00025576764021421823,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"012612","01",26,12,32.512499999999996,-24.798750000000002,4.3,4.3,0.00023069121721048757,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.0363359375,1.0363359375
"012613","01",26,13,31.875000000000007,-24.798750000000002,4.95,4.95,0.00020060990426143082,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.0566562499999999,1.0566562499999999
"012615","01",26,15,31.875000000000007,-24.798750000000002,5.275,5.275,0.00018833105491992516,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.5283281249999999,0.5283281249999999
"012616","01",26,16,9.5625,-24.798750000000002,5.6000000000000005,5.6000000000000005,0.00017746862742879679,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",3.9624609375,3.9624609375
"012617","01",26,17,31.875000000000007,-24.798750000000002,6.250000000000001,6.250000000000001,0.0001591140845997654,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",1.0566562499999999,1.0566562499999999
"012619","01",26,19,31.875000000000007,-24.798750000000002,6.900000000000001,6.900000000000001,0.00014420029132063852,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",1.0566562499999999,1.0566562499999999
"012621","01",26,21,31.875000000000007,-24.798750000000002,7.550000000000002,7.550000000000002,0.0001318426543617917,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",1.0566562499999999,1.0566562499999999
"012623","01",26,23,31.875000000000007,-24.798750000000002,8.200000000000003,8.200000000000003,0.00012143587601336336,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",1.0566562499999999,1.0566562499999999
"012624","01",26,24,31.875000000000007,-24.798750000000002,8.65,8.65,0.00011514371590936405,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"012625","01",26,25,31.875000000000007,-24.798750000000002,9.1,9.1,0.00010947148671447196,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"012626","01",26,26,31.875000000000007,-24.798750000000002,9.549999999999999,9.549999999999999,0.0001043318723828187,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"012627","01",26,27,31.875000000000007,-24.798750000000002,9.999999999999998,9.999999999999998,9.965321925364973e-05,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"012701","01",27,1,34.425000000000004,-24.798750000000002,0.0,0.25,0.014445909099116994,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.39015,0.39015
"012702","01",27,2,36.88392857142856,-24.798750000000002,0.0,0.55,0.013950371553199493,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.4180178571428571,0.4180178571428571
"012703","01",27,3,34.425000000000004,-24.798750000000002,0.0,0.8499999999999999,0.014445909099116994,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.325125,0.325125
"012704","01",27,4,34.425000000000004,-24.798750000000002,0.0,1.15,0.014445909099116994,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.325125,0.325125
"012705","01",27,5,34.15178571428571,-24.798750000000002,0.0,1.45,0.014503150550472261,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.3483482142857143,0.3483482142857143
"012706","01",27,6,34.15178571428571,-24.798750000000002,0.0,1.75,0.014503150550472261,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.3483482142857143,0.3483482142857143
"012707","01",27,7,34.425000000000004,-24.798750000000002,2.075,2.075,0.00047397885698813693,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.4226625,0.4226625
"012708","01",27,8,36.65625,-24.798750000000002,2.4000000000000004,2.4000000000000004,0.00041071156291664756,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.528328125,0.528328125
"012709","01",27,9,34.425000000000004,-24.798750000000002,3.0500000000000003,3.0500000000000003,0.000324170255839218,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.845325,0.845325
"012710","01",27,10,34.425000000000004,-24.798750000000002,3.5000000000000004,3.5000000000000004,0.00028290153718086496,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.4876875,0.4876875
"012711","01",27,11,34.425000000000004,-24.798750000000002,3.95,3.95,0.00025095370249250356,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.4876875,0.4876875
"012712","01",27,12,34.425000000000004,-24.798750000000002,4.3,4.3,0.00023069121721048757,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.3793125,0.3793125
"012713","01",27,13,33.46875,-24.798750000000002,4.6499999999999995,4.6499999999999995,0.00021345634110750227,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.474140625,0.474140625
"012714","01",27,14,32.512499999999996,-24.798750000000002,4.999999999999999,4.999999999999999,0.00019861767066657832,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.56896875,0.56896875
"012715","01",27,15,32.512499999999996,-24.798750000000002,5.349999999999999,5.349999999999999,0.00018570796169494733,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.56896875,0.56896875
"012716","01",27,16,32.512499999999996,-24.798750000000002,5.699999999999998,5.699999999999998,0.00017437403535738727,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012717","01",27,17,32.512499999999996,-24.798750000000002,6.049999999999998,6.049999999999998,0.0001643439727566997,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012718","01",27,18,32.512499999999996,-24.798750000000002,6.399999999999998,6.399999999999998,0.00015540501558032417,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012719","01",27,19,32.512499999999996,-24.798750000000002,6.749999999999997,6.749999999999997,0.00014738830683813582,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012720","01",27,20,32.512499999999996,-24.798750000000002,7.099999999999997,7.099999999999997,0.0001401581228902918,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012721","01",27,21,32.512499999999996,-24.798750000000002,7.449999999999997,7.449999999999997,0.0001336041266306593,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012722","01",27,22,32.512499999999996,-24.798750000000002,7.799999999999996,7.799999999999996,0.00012763569708794376,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012723","01",27,23,32.512499999999996,-24.798750000000002,8.149999999999995,8.149999999999995,0.00012217771389919644,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012724","01",27,24,32.512499999999996,-24.798750000000002,8.499999999999995,8.499999999999995,0.00011716737901992131,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.56896875,0.56896875
"012725","01",27,25,32.512499999999996,-24.798750000000002,8.849999999999994,8.849999999999994,0.00011255178965083487,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012726","01",27,26,32.512499999999996,-24.798750000000002,9.199999999999994,9.199999999999994,0.00010828606308285826,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012727","01",27,27,32.512499999999996,-24.798750000000002,9.549999999999994,9.549999999999994,0.00010433187238281876,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012728","01",27,28,32.512499999999996,-24.798750000000002,9.899999999999993,9.899999999999993,0.00010065629160328997,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012729","01",27,29,32.512499999999996,-24.798750000000002,10.249999999999993,10.249999999999993,9.723087678307762e-05,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012730","01",27,30,32.512499999999996,-24.798750000000002,10.599999999999993,10.599999999999993,9.403092841789796e-05,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.56896875,0.56896875
"012801","01",28,1,34.425000000000004,-24.798750000000002,0.0,0.25,0.014445909099116994,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"012802","01",28,2,36.77884615384616,-24.798750000000002,0.0,0.55,0.013970851966733252,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5627163461538461,0.5627163461538461
"012803","01",28,3,34.425000000000004,-24.798750000000002,0.0,0.8499999999999999,0.014445909099116994,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"012804","01",28,4,36.77884615384616,-24.798750000000002,0.0,1.15,0.013970851966733252,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.5627163461538461,0.5627163461538461
"012805","01",28,5,34.425000000000004,-24.798750000000002,0.0,1.45,0.014445909099116994,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.48768749999999994,0.48768749999999994
"012807","01",28,7,34.425000000000004,-24.798750000000002,1.875,1.875,0.0005236153809400075,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"012808","01",28,8,36.51136363636363,-24.798750000000002,2.3000000000000003,2.3000000000000003,0.0004283024393430054,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.9421235795454543,0.9421235795454543
"012809","01",28,9,34.425000000000004,-24.798750000000002,2.725,2.725,0.00036234526158836764,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"012810","01",28,10,36.51136363636363,-24.798750000000002,3.15,3.15,0.0003139915826706476,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.9421235795454543,0.9421235795454543
"012811","01",28,11,34.425000000000004,-24.798750000000002,3.5749999999999997,3.5749999999999997,0.0002770237537480449,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.690890625,0.690890625
"012812","01",28,12,36.3375,-24.798750000000002,4.0,4.0,0.00024784383607732606,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.0363359375,1.0363359375
"012813","01",28,13,34.425000000000004,-24.798750000000002,4.65,4.65,0.0002134563411075022,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",1.0566562499999999,1.0566562499999999
"012815","01",28,15,34.425000000000004,-24.798750000000002,4.9750000000000005,4.9750000000000005,0.00019960881662162573,34.79875,"ORDER_PICKER","OPT-B-01-04","OPT01",0.5283281249999999,0.5283281249999999
"012816","01",28,16,28.6875,-24.798750000000002,5.300000000000001,5.300000000000001,0.00018744849559695196,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",3.9624609375,3.9624609375
"012817","01",28,17,34.425000000000004,-24.798750000000002,5.625000000000001,5.625000000000001,0.0001766847275267517,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.5283281249999999,0.5283281249999999
"012818","01",28,18,19.125,-24.798750000000002,5.950000000000001,5.950000000000001,0.0001670899961339552,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",7.924921875,7.924921875
"012819","01",28,19,34.425000000000004,-24.798750000000002,6.275000000000001,6.275000000000001,0.00015848366003749326,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.5283281249999999,0.5283281249999999
"012820","01",28,20,19.125,-24.798750000000002,6.600000000000001,6.600000000000001,0.00015072047211680682,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",7.924921875,7.924921875
"012821","01",28,21,34.425000000000004,-24.798750000000002,6.925000000000002,6.925000000000002,0.00014368231552672406,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.5283281249999999,0.5283281249999999
"012822","01",28,22,19.125,-24.798750000000002,7.250000000000002,7.250000000000002,0.00013727215182162715,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",7.924921875,7.924921875
"012823","01",28,23,34.425000000000004,-24.798750000000002,7.900000000000002,7.900000000000002,0.0001260271408899942,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",1.0566562499999999,1.0566562499999999
"012824","01",28,24,34.425000000000004,-24.798750000000002,8.350000000000001,8.350000000000001,0.00011926344684182191,34.79875,"ORDER_PICKER","OPT-C-01-04","OPT01",0.73153125,0.73153125
"012825","01",28,25,34.425000000000004,-24.798750000000002,8.8,8.8,0.00011318876958006542,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"012826","01",28,26,34.425000000000004,-24.798750000000002,9.25,9.25,0.00010770292678664684,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"012827","01",28,27,34.425000000000004,-24.798750000000002,9.7,9.7,0.00010272426022160962,34.79875,"ORDER_PICKER","OPT-A-01-04","OPT01-04-LOW",0.73153125,0.73153125
"012901","01",29,1,36.975,-24.798750000000002,0.0,0.25,0.013932670370434871,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.39015,0.39015
"012903","01",29,3,36.975,-24.798750000000002,0.0,0.55,0.013932670370434871,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.325125,0.325125
"012904","01",29,4,36.975,-24.798750000000002,0.0,0.8499999999999999,0.013932670370434871,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.325125,0.325125
"012905","01",29,5,36.88392857142856,-24.798750000000002,0.0,1.15,0.013950371553199493,34.79875,"PALLET_JACK","OPT-A-01-04","OPT01-04-LOW",0.3483482142857143,0.3483482142857143
